"crash_severity","collision_type","weather","light","road_surface","traffic_control","city","year","fatality","injury","id","Geometry"
"B-Injury","Pedalcyclist","Clear","Darkness","Dry","No Controls","Champaign","2012","0","1","2726","POINT (-88.238940034532 40.1380118988571)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Urbana","2012","0","1","2727","POINT (-88.20666926695 40.11247346864)"
"A-Injury","Pedalcyclist","Clear","Darkness, lighted road","Dry","Stop Sign/Flasher","Champaign","2012","0","1","2728","POINT (-88.2320912295816 40.1144300513611)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Unincorporated","2012","0","1","2729","POINT (-88.1691432365479 40.142120119277)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Traffic Signal","Urbana","2012","0","1","2730","POINT (-88.212820016904 40.1164907322092)"
"B-Injury","Pedalcyclist","Clear","Darkness","Dry","Stop Sign/Flasher","Urbana","2012","0","1","2731","POINT (-88.2176301012774 40.1046602259416)"
"C-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Champaign","2012","0","1","2732","POINT (-88.2558480473334 40.0981258067158)"
"C-Injury","Pedalcyclist","Clear","Daylight","Dry","Traffic Signal","Urbana","2012","0","1","2733","POINT (-88.2193000242912 40.109091722821)"
"B-Injury","Pedalcyclist","Clear","Darkness, lighted road","Dry","Traffic Signal","Champaign","2012","0","1","2734","POINT (-88.2435601671057 40.1272030174149)"
"B-Injury","Pedalcyclist","Rain","Darkness, lighted road","Wet","Traffic Signal","Urbana","2012","0","1","2735","POINT (-88.2019300004382 40.1220199997604)"
"C-Injury","Pedalcyclist","Rain","Daylight","Wet","No Controls","Champaign","2012","0","1","2736","POINT (-88.2375286237845 40.1014750881869)"
"C-Injury","Pedalcyclist","Clear","Darkness, lighted road","Wet","No Controls","Champaign","2011","0","1","2737","POINT (-88.2420231149755 40.1179099637252)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","Traffic Signal","Urbana","2011","0","1","2738","POINT (-88.2194809671345 40.1200694053865)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","Traffic Signal","Urbana","2011","0","1","2739","POINT (-88.2192395145701 40.105978800357)"
"Fatal","Pedalcyclist","Clear","Daylight","Dry","No Controls","Unincorporated","2011","1","1","2740","POINT (-88.3698391356001 40.1477644951671)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Champaign","2011","0","1","2741","POINT (-88.2575734336513 40.1090310042719)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Urbana","2011","0","1","2742","POINT (-88.2271221332278 40.1127484006515)"
"C-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Champaign","2011","0","1","2743","POINT (-88.2813090549498 40.108429350229)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Champaign","2011","0","1","2744","POINT (-88.2485019425828 40.1221491150599)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Unincorporated","2011","0","1","2745","POINT (-88.2944877471019 40.0548360766153)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Urbana","2011","0","1","2746","POINT (-88.2237126808465 40.109079003542)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Traffic Signal","Champaign","2011","0","1","2747","POINT (-88.2333293245917 40.0980898346394)"
"C-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Champaign","2011","0","1","2748","POINT (-88.2402887647171 40.1102013331694)"
"C-Injury","Pedalcyclist","Clear","Daylight","Dry","Traffic Signal","Champaign","2011","0","1","2749","POINT (-88.2763515477156 40.0836994746131)"
"B-Injury","Pedalcyclist","Clear","Darkness, lighted road","Dry","No Controls","Champaign","2011","0","1","2750","POINT (-88.2769375481417 40.1222511605)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Unincorporated","2011","0","1","2752","POINT (-88.270456659633 40.141583073666)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Champaign","2011","0","1","2753","POINT (-88.2768415000781 40.1184291454859)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","Traffic Signal","Champaign","2011","0","1","2754","POINT (-88.2451793507843 40.0944799328583)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Traffic Signal","Champaign","2011","0","1","2755","POINT (-88.2434693608159 40.1125810085619)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Traffic Signal","Urbana","2011","0","1","2756","POINT (-88.2049686952829 40.1163195845287)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Champaign","2011","0","1","2758","POINT (-88.2386321630873 40.1026992480365)"
"C-Injury","Pedalcyclist","Clear","Darkness, lighted road","Dry","Traffic Signal","Champaign","2011","0","1","2759","POINT (-88.2333293259122 40.0980899093077)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Champaign","2011","0","1","2760","POINT (-88.2322600497075 40.1273000646645)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Traffic Signal","Urbana","2011","0","1","2761","POINT (-88.212820007025 40.1164902520797)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Champaign","2011","0","1","2762","POINT (-88.2854658330229 40.0692894907608)"
"B-Injury","Pedalcyclist","Clear","Dawn","Wet","Stop Sign/Flasher","Champaign","2011","0","1","2763","POINT (-88.2504896022705 40.1023148050956)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Champaign","2011","0","1","2764","POINT (-88.27668651083 40.0982683638359)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Traffic Signal","Champaign","2011","0","1","2765","POINT (-88.2335492036491 40.1126691988351)"
"Property Damage","Pedalcyclist","Clear","Daylight","Dry","No Controls","Champaign","2011","0","0","2766","POINT (-88.2320788799469 40.1126803353451)"
"C-Injury","Pedalcyclist","NA","Daylight","Dry","Stop Sign/Flasher","Champaign","2011","0","1","2767","POINT (-88.2381891461246 40.0872488201599)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Champaign","2011","0","1","2768","POINT (-88.2859106259705 40.1023990610225)"
"Fatal","Pedalcyclist","Clear","Darkness","Dry","Stop Sign/Flasher","Champaign","2011","1","0","2769","POINT (-88.2389207435103 40.1352585336411)"
"Property Damage","Pedalcyclist","Clear","Dawn","Wet","Stop Sign/Flasher","Champaign","2011","0","0","2770","POINT (-88.2504872686089 40.1023086529975)"
"B-Injury","Pedalcyclist","Rain","Daylight","Wet","Stop Sign/Flasher","Urbana","2011","0","1","2771","POINT (-88.2238300737954 40.104202076347)"
"A-Injury","Pedalcyclist","Clear","Darkness, lighted road","Dry","Stop Sign/Flasher","Champaign","2011","0","1","2772","POINT (-88.2321094862598 40.1231018202746)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Champaign","2011","0","1","2773","POINT (-88.2558093318651 40.1090421592176)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","Traffic Signal","Champaign","2011","0","1","2774","POINT (-88.2576295460503 40.098149983044)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Traffic Signal","Champaign","2011","0","1","2775","POINT (-88.257974745177 40.1271698729756)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Urbana","2011","0","1","2776","POINT (-88.2223906657727 40.1128536578231)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Traffic Signal","Champaign","2011","0","1","2777","POINT (-88.2772307654633 40.1392311607897)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Champaign","2011","0","1","2778","POINT (-88.2583376836432 40.1271743217515)"
"C-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Rantoul","2011","0","1","2779","POINT (-88.1541015194244 40.3036788156807)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Champaign","2011","0","1","2780","POINT (-88.2355401114839 40.1272697460614)"
"Property Damage","Pedalcyclist","Clear","Daylight","Dry","No Controls","Champaign","2011","0","0","2781","POINT (-88.2768114463501 40.1174487105356)"
"B-Injury","Pedalcyclist","Rain","Daylight","Wet","Other Regualtory Sig","Champaign","2011","0","1","2782","POINT (-88.2334746401103 40.1034844765586)"
"B-Injury","Pedalcyclist","Rain","Daylight","Wet","No Controls","Champaign","2011","0","1","2783","POINT (-88.2775287975569 40.1274200017734)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Champaign","2011","0","1","2784","POINT (-88.2353912846054 40.1126505224321)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Champaign","2011","0","1","2785","POINT (-88.2451298638109 40.1084699972061)"
"B-Injury","Pedalcyclist","Clear","Darkness, lighted road","Dry","Lane Use Marking","Urbana","2011","0","1","2786","POINT (-88.2274372878953 40.1041997392328)"
"A-Injury","Pedalcyclist","Rain","Darkness","Wet","Traffic Signal","Champaign","2011","0","1","2787","POINT (-88.2828294336201 40.1128906489453)"
"Property Damage","Pedalcyclist","Clear","Daylight","Dry","No Controls","Mahomet","2011","0","0","2788","POINT (-88.4077701201898 40.1922989155287)"
"B-Injury","Pedalcyclist","Snow","Daylight","Wet","No Controls","Champaign","2011","0","1","2789","POINT (-88.2765975389406 40.1128482914263)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Champaign","2011","0","1","2790","POINT (-88.2421324672409 40.1210992181735)"
"B-Injury","Pedalcyclist","Rain","Darkness, lighted road","Wet","Traffic Signal","Rantoul","2011","0","1","2791","POINT (-88.1365218068296 40.3121193046817)"
"B-Injury","Pedalcyclist","Fog/Smoke/Haze","Darkness","Wet","No Controls","Urbana","2010","0","1","2792","POINT (-88.2238716539837 40.1070091109749)"
"C-Injury","Pedalcyclist","Rain","Darkness, lighted road","Wet","Stop Sign/Flasher","Champaign","2010","0","1","2793","POINT (-88.246880834317 40.1211802785248)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Champaign","2010","0","1","2794","POINT (-88.2452205430016 40.1202116119752)"
"C-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Champaign","2010","0","1","2795","POINT (-88.2443010592385 40.0999195520227)"
"Property Damage","Pedalcyclist","Clear","Dawn","Dry","Stop Sign/Flasher","Champaign","2010","0","0","2796","POINT (-88.3070907063154 40.0840607036957)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Urbana","2010","0","1","2797","POINT (-88.2239323404314 40.1111294551185)"
"B-Injury","Pedalcyclist","NA","Darkness, lighted road","Dry","Stop Sign/Flasher","Champaign","2010","0","1","2798","POINT (-88.2335514793695 40.1068911526372)"
"B-Injury","Pedalcyclist","Clear","Darkness, lighted road","Dry","No Controls","Champaign","2010","0","1","2799","POINT (-88.2517384878314 40.1182692163714)"
"Property Damage","Pedalcyclist","Clear","Daylight","Dry","No Controls","Urbana","2010","0","0","2800","POINT (-88.2241628126953 40.1070077329356)"
"C-Injury","Pedalcyclist","Snow","Daylight","Dry","Traffic Signal","Champaign","2010","0","1","2801","POINT (-88.2333293259122 40.0980899093077)"
"C-Injury","Pedalcyclist","Clear","Daylight","Dry","Lane Use Marking","Urbana","2010","0","1","2802","POINT (-88.2255784421369 40.1105595132652)"
"B-Injury","Pedalcyclist","Clear","Darkness","Dry","Stop Sign/Flasher","Urbana","2010","0","1","2804","POINT (-88.220648973634 40.1128401241373)"
"B-Injury","Pedalcyclist","Clear","Darkness","Dry","No Controls","Champaign","2010","0","1","2805","POINT (-88.2488594867079 40.0981014970707)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Traffic Signal","Champaign","2010","0","1","2806","POINT (-88.2335492036491 40.1126691988351)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Unincorporated","2010","0","2","2807","POINT (-88.423585428203 40.040196981665)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Champaign","2010","0","1","2808","POINT (-88.2750369173955 40.1354155567111)"
"B-Injury","Pedalcyclist","Clear","Darkness, lighted road","Dry","Stop Sign/Flasher","Urbana","2010","0","1","2809","POINT (-88.1957493804543 40.1109501430664)"
"C-Injury","Pedalcyclist","Clear","Darkness, lighted road","Dry","Stop Sign/Flasher","Champaign","2010","0","1","2810","POINT (-88.2402900575361 40.110201311698)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Traffic Signal","Champaign","2010","0","1","2811","POINT (-88.2574894074614 40.0835994364498)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Champaign","2010","0","1","2812","POINT (-88.2402899835312 40.1102013105405)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Other","Champaign","2010","0","1","2813","POINT (-88.2816982407808 40.1187932912495)"
"C-Injury","Pedalcyclist","Clear","Dusk","Dry","Traffic Signal","Champaign","2010","0","1","2814","POINT (-88.2579798328102 40.1271692784025)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Traffic Signal","Urbana","2010","0","1","2815","POINT (-88.2239132988055 40.110569828607)"
"B-Injury","Pedalcyclist","Clear","Darkness, lighted road","Dry","Traffic Signal","Champaign","2010","0","1","2816","POINT (-88.2289311531276 40.1164012665383)"
"B-Injury","Pedalcyclist","Clear","Darkness, lighted road","Dry","NA","Champaign","2010","0","1","2817","POINT (-88.2452295346321 40.1183096222001)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Champaign","2010","0","1","2818","POINT (-88.2877129280474 40.0838412205775)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Champaign","2010","0","1","2819","POINT (-88.2531108282894 40.1221512715086)"
"C-Injury","Pedalcyclist","Clear","Daylight","Dry","Traffic Signal","Champaign","2010","0","1","2820","POINT (-88.2578894483318 40.1407502199765)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Urbana","2010","0","1","2821","POINT (-88.1906703141254 40.0949729123587)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Champaign","2010","0","1","2822","POINT (-88.2451672678201 40.1144299014552)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","Traffic Signal","Urbana","2010","0","1","2823","POINT (-88.2191305958169 40.1006490504101)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Traffic Signal","Urbana","2010","0","1","2824","POINT (-88.2193194650557 40.1105696712672)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Urbana","2010","0","1","2825","POINT (-88.2049250852805 40.1094738520919)"
"C-Injury","Pedalcyclist","Clear","Daylight","Dry","Lane Use Marking","Urbana","2010","0","1","2826","POINT (-88.2266493570216 40.1104894902643)"
"C-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Champaign","2010","0","1","2827","POINT (-88.2962000021287 40.0839500002026)"
"C-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Urbana","2010","0","1","2828","POINT (-88.2049100886999 40.0983310739398)"
"C-Injury","Pedalcyclist","Clear","Daylight","Dry","Traffic Signal","Champaign","2010","0","1","2829","POINT (-88.2387094344258 40.1126207405397)"
"C-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Urbana","2010","0","1","2830","POINT (-88.1906696577784 40.0947593252494)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Champaign","2010","0","1","2831","POINT (-88.2765633931357 40.1025083809037)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Traffic Signal","Champaign","2010","0","1","2833","POINT (-88.244587325001 40.0980934391913)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","Lane Use Marking","Champaign","2010","0","1","2834","POINT (-88.233343396156 40.1102842271743)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Urbana","2010","0","1","2835","POINT (-88.2050034479456 40.1127165894957)"
"B-Injury","Pedalcyclist","NA","Darkness","NA","Stop Sign/Flasher","Champaign","2010","0","1","2836","POINT (-88.232059000465 40.107980663143)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Urbana","2010","0","2","2837","POINT (-88.1945610609635 40.1056791167094)"
"C-Injury","Pedalcyclist","Clear","Dusk","Dry","No Controls","Urbana","2010","0","1","2838","POINT (-88.1763160301714 40.1039134344801)"
"Property Damage","Pedalcyclist","Clear","Daylight","Dry","No Controls","Urbana","2010","0","0","2839","POINT (-88.2013172070143 40.1233983761479)"
"Property Damage","Pedalcyclist","Rain","Darkness, lighted road","Wet","No Controls","Urbana","2010","0","0","2840","POINT (-88.2129958633545 40.1164874026829)"
"A-Injury","Pedalcyclist","Rain","Darkness, lighted road","Dry","Traffic Signal","Rantoul","2010","0","1","2841","POINT (-88.1365217326012 40.3121193053789)"
"C-Injury","Pedalcyclist","Clear","Dusk","Dry","No Controls","Champaign","2010","0","1","2842","POINT (-88.2289407656534 40.1115408520182)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Champaign","2010","0","1","2843","POINT (-88.2305635867562 40.1014981101747)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Unincorporated","2005","0","1","2844","POINT (-88.4076016502466 40.1494425784445)"
"A-Injury","Pedalcyclist","Clear","Dusk","Dry","No Controls","Unincorporated","2005","0","1","2845","POINT (-88.3090279486586 39.9672169276319)"
"C-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Urbana","2005","0","1","2846","POINT (-88.2255099696115 40.1059660652504)"
"C-Injury","Pedalcyclist","Clear","Daylight","Dry","Yield","Champaign","2005","0","1","2847","POINT (-88.2334792705186 40.1054186557579)"
"B-Injury","Pedalcyclist","Clear","Dawn","Unknown","No Controls","Thomasboro","2005","0","1","2848","POINT (-88.1903078388056 40.2387914072745)"
"C-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Rantoul","2005","0","1","2849","POINT (-88.1364851714829 40.3189669941749)"
"C-Injury","Pedalcyclist","Clear","Daylight","Dry","Traffic Signal","Champaign","2005","0","1","2850","POINT (-88.2579581466968 40.1358384865631)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Champaign","2005","0","1","2851","POINT (-88.2399271172527 40.1102203396634)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Yield","Champaign","2005","0","1","2852","POINT (-88.2817374927142 40.0983280748165)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Rantoul","2005","0","1","2853","POINT (-88.158879005872 40.3036081465493)"
"B-Injury","Pedalcyclist","Rain","Daylight","Wet","Traffic Signal","Rantoul","2005","0","1","2854","POINT (-88.1533438558287 40.3082176082557)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Rantoul","2005","0","1","2855","POINT (-88.1434566641898 40.3050229147889)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Unincorporated","2005","0","1","2856","POINT (-88.0833097536787 39.9380197711831)"
"B-Injury","Pedalcyclist","Clear","Dusk","Dry","No Controls","Unincorporated","2005","0","1","2857","POINT (-88.1536799866207 40.1859214104549)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Champaign","2005","0","1","2859","POINT (-88.2418785499684 40.1163574404194)"
"B-Injury","Pedalcyclist","Clear","Daylight","Ice","Traffic Signal","Urbana","2005","0","1","2860","POINT (-88.2019300070184 40.122021411026)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Champaign","2005","0","1","2861","POINT (-88.281465682926 40.1024083526773)"
"C-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Champaign","2005","0","1","2862","POINT (-88.2413725066234 40.1038483531503)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Champaign","2005","0","1","2863","POINT (-88.2403080396448 40.1079097123128)"
"B-Injury","Pedalcyclist","Rain","Darkness","Dry","No Controls","Champaign","2005","0","1","2864","POINT (-88.238675717834 40.109027792163)"
"C-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Champaign","2005","0","1","2865","POINT (-88.2386607698389 40.1063154061101)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Traffic Signal","Unincorporated","2005","0","3","2866","POINT (-88.238385419215 40.0833340589336)"
"C-Injury","Pedalcyclist","Clear","Darkness, lighted road","Dry","No Controls","Champaign","2005","0","1","2867","POINT (-88.2386491654897 40.105389642528)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Urbana","2005","0","1","2868","POINT (-88.204940341452 40.1020072537487)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Traffic Signal","Champaign","2005","0","1","2869","POINT (-88.2435603436002 40.1272276081802)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Champaign","2005","0","1","2870","POINT (-88.2452017847364 40.094607848824)"
"C-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Urbana","2005","0","1","2871","POINT (-88.2095261861744 40.0909155171137)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Champaign","2005","0","2","2872","POINT (-88.2452015302198 40.1212000109569)"
"B-Injury","Pedalcyclist","Snow","Daylight","Dry","Yield","Champaign","2005","0","1","2874","POINT (-88.2508399296572 40.1372380728598)"
"B-Injury","Pedalcyclist","Clear","Darkness","Dry","Stop Sign/Flasher","Urbana","2005","0","1","2875","POINT (-88.2131668675867 40.1106915165713)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Traffic Signal","Urbana","2005","0","1","2876","POINT (-88.2156904460654 40.1164623282156)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","Traffic Signal","Champaign","2005","0","1","2877","POINT (-88.25795987083 40.1358411803525)"
"Property Damage","Pedalcyclist","Clear","Daylight","Dry","Traffic Signal","Urbana","2005","0","0","2878","POINT (-88.2193700773236 40.1164391840334)"
"C-Injury","Pedalcyclist","Clear","Daylight","Dry","Traffic Signal","Urbana","2005","0","1","2879","POINT (-88.2191277277582 40.1006242984507)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Urbana","2005","0","1","2880","POINT (-88.2191763627947 40.103759969965)"
"C-Injury","Pedalcyclist","Snow","Darkness, lighted road","Wet","No Controls","Champaign","2005","0","1","2881","POINT (-88.2579236849834 40.1245505535316)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Urbana","2005","0","1","2882","POINT (-88.2194476723342 40.1224214716961)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Urbana","2005","0","1","2883","POINT (-88.2192328082642 40.1064645407987)"
"B-Injury","Pedalcyclist","Clear","Darkness, lighted road","Dry","Stop Sign/Flasher","Urbana","2005","0","1","2884","POINT (-88.2192879009825 40.1082938992783)"
"A-Injury","Pedalcyclist","Rain","Darkness, lighted road","Wet","Traffic Signal","Urbana","2005","0","1","2885","POINT (-88.2192974816069 40.1090816899573)"
"C-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Urbana","2005","0","1","2886","POINT (-88.2255091488259 40.1059658212693)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Urbana","2005","0","1","2887","POINT (-88.2256229392537 40.1126478186264)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Urbana","2005","0","1","2888","POINT (-88.1757397510289 40.1129829803541)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Other Warning Sign","Urbana","2005","0","1","2889","POINT (-88.2282241718718 40.1127403927023)"
"B-Injury","Pedalcyclist","Clear","Darkness, lighted road","Dry","No Controls","Urbana","2005","0","1","2890","POINT (-88.2196940314048 40.1164366724091)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Champaign","2005","0","1","2891","POINT (-88.2501874869362 40.1271984436117)"
"C-Injury","Pedalcyclist","Clear","Unknown","Dry","No Passing","Champaign","2005","0","1","2892","POINT (-88.2604353058371 40.1309460744117)"
"C-Injury","Pedalcyclist","Clear","Daylight","Dry","Traffic Signal","Champaign","2005","0","1","2893","POINT (-88.2860457003968 40.1129354384783)"
"B-Injury","Pedalcyclist","Rain","Darkness, lighted road","Wet","Stop Sign/Flasher","Champaign","2005","0","1","2894","POINT (-88.2304362563524 40.1135175193298)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Champaign","2005","0","1","2895","POINT (-88.2483528278687 40.1125723056086)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Traffic Signal","Champaign","2005","0","1","2896","POINT (-88.2451371508181 40.112631524087)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Traffic Signal","Champaign","2005","0","1","2897","POINT (-88.233598529755 40.1126947291111)"
"B-Injury","Pedalcyclist","Rain","Darkness, lighted road","Wet","Stop Sign/Flasher","Champaign","2005","0","1","2898","POINT (-88.2767496691821 40.1119204484132)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Traffic Signal","Urbana","2005","0","1","2899","POINT (-88.2192975701454 40.1090815505928)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Traffic Signal","Champaign","2005","0","1","2900","POINT (-88.2386878465894 40.1102299835603)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Urbana","2005","0","1","2901","POINT (-88.1957025647103 40.1077435258105)"
"C-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Urbana","2005","0","1","2902","POINT (-88.2096558490404 40.1055976150296)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Other Regualtory Sig","Champaign","2005","0","1","2903","POINT (-88.2300647139041 40.1068720201975)"
"C-Injury","Pedalcyclist","Clear","Daylight","Unknown","Other","Champaign","2005","0","1","2904","POINT (-88.2332996474712 40.1054179693135)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Champaign","2005","0","1","2905","POINT (-88.2327599098289 40.1041497601197)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Champaign","2005","0","1","2906","POINT (-88.2824567400415 40.0973045195306)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Urbana","2005","0","1","2907","POINT (-88.1957224019947 40.0983651834889)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Champaign","2005","0","1","2908","POINT (-88.2906630238582 40.0773594923907)"
"B-Injury","Pedalcyclist","Clear","Darkness, lighted road","Dry","No Controls","Urbana","2005","0","1","2909","POINT (-88.2175590773702 40.0982262735974)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Champaign","2005","0","1","2910","POINT (-88.2895555339923 40.0838593334532)"
"C-Injury","Pedalcyclist","Other","Daylight","Wet","No Controls","Rantoul","2006","0","1","2911","POINT (-88.1558158279455 40.3097027058176)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Traffic Signal","Savoy","2006","0","1","2912","POINT (-88.2483722267825 40.0741220434174)"
"C-Injury","Pedalcyclist","Clear","Daylight","Dry","Traffic Signal","Savoy","2006","0","1","2913","POINT (-88.2491690221417 40.0690017715107)"
"C-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Rantoul","2006","0","1","2914","POINT (-88.1405813324882 40.3120341259084)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Thomasboro","2006","0","1","2915","POINT (-88.1886574873231 40.2414184512593)"
