crash_severity,collision_type,weather,light,road_surface,traffic_control,city,year,fatality,injury,id,Geometry,point,x,y,norm_x,norm_y
A-Injury,pedestrian,Clear,Daylight,Dry,No Controls,champaign,2005,0,1,732,POINT (-88.2518038041985 40.1255399767328),POINT,-88.2518038041985,40.125539976732796,-0.002406706175288141,-0.0068601791092470915
A-Injury,fixed object,Clear,Daylight,Dry,Traffic Signal,champaign,2005,0,1,733,POINT (-88.2452091614293 40.127206068769),POINT,-88.2452091614293,40.127206068769,-0.002481699732680544,-0.006818401339143885
A-Injury,fixed object,Clear,"Darkness, lighted road",Dry,No Controls,urbana,2005,0,1,734,POINT (-88.2217984416691 40.1232804381214),POINT,-88.2217984416691,40.1232804381214,-0.002747923881186957,-0.0069168377346982
A-Injury,turning,Clear,Daylight,Dry,No Controls,champaign,2005,0,2,735,POINT (-88.2768509283231 40.1274225714374),POINT,-88.2768509283231,40.1274225714374,-0.0021218730150561462,-0.00681297246816278
A-Injury,angle,Clear,Daylight,Dry,No Controls,champaign,2005,0,1,736,POINT (-88.2579480281799 40.1271725430435),POINT,-88.2579480281799,40.1271725430435,-0.0023368347311619442,-0.006819242007019369
A-Injury,turning,Clear,Daylight,Dry,No Controls,champaign,2005,0,2,737,POINT (-88.2772941364519 40.1274276886737),POINT,-88.2772941364519,40.1274276886737,-0.002116832900616713,-0.006812844151889125
A-Injury,fixed object,Clear,Daylight,Dry,Lane Use Marking,unincorporated,2000,0,1,278,POINT (-88.3035283944078 40.0397403103942),POINT,-88.3035283944078,40.0397403103942,-0.001818499784098006,-0.009011632124648963
A-Injury,rear end,Clear,Daylight,Dry,Traffic Signal,champaign,2005,0,1,738,POINT (-88.2769606693257 40.127423520908),POINT,-88.2769606693257,40.127423520907996,-0.0021206250523589892,-0.0068129486598956296
A-Injury,angle,Rain,"Darkness, lighted road",Wet,Stop Sign/Flasher,champaign,2005,0,2,739,POINT (-88.2410721698789 40.1272054633268),POINT,-88.2410721698789,40.127205463326796,-0.0025287451488045956,-0.0068184165207932895
A-Injury,sideswipe - same dir,Clear,Daylight,Wet,Lane Use Marking,champaign,1999,0,2,416,POINT (-88.2837106497151 40.1462532484607),POINT,-88.2837106497151,40.1462532484607,-0.002043865012513579,-0.006340787451685397
A-Injury,fixed object,Clear,Daylight,Dry,No Controls,champaign,2005,0,2,740,POINT (-88.2514646421729 40.1271978700264),POINT,-88.2514646421729,40.1271978700264,-0.002410563088804474,-0.006818606925135522
A-Injury,rear end,Clear,Daylight,Dry,No Controls,champaign,2005,0,8,741,POINT (-88.2707265533316 40.1273435531983),POINT,-88.2707265533316,40.127343553198294,-0.0021915187386369163,-0.006814953874805142
A-Injury,parked motor vehicle,Clear,Daylight,Dry,No Controls,champaign,2005,0,1,743,POINT (-88.249031063703 40.1304201282358),POINT,-88.249031063703,40.1304201282358,-0.0024382374774012385,-0.0067378078097443915
A-Injury,other object,Clear,Darkness,Dry,No Controls,urbana,2005,0,1,744,POINT (-88.2078937710214 40.1274985000161),POINT,-88.2078937710214,40.1274985000161,-0.0029060462773097635,-0.006811068535705044
A-Injury,rear end,Clear,Daylight,Dry,Traffic Signal,champaign,2005,0,2,745,POINT (-88.2767922750928 40.1128759546928),POINT,-88.2767922750928,40.1128759546928,-0.002122540013185766,-0.007177733355874925
A-Injury,sideswipe same direction,Clear,Daylight,Dry,No Controls,champaign,2005,0,1,746,POINT (-88.2387336864727 40.112645815513),POINT,-88.2387336864727,40.112645815513,-0.002555338126721989,-0.0071835041665723205
A-Injury,rear end,Clear,"Darkness, lighted road",Dry,Traffic Signal,champaign,2005,0,2,747,POINT (-88.2860458398548 40.1129354097116),POINT,-88.2860458398548,40.112935409711596,-0.0020173094852633626,-0.007176242502997097
A-Injury,angle,Clear,Daylight,Dry,Traffic Signal,champaign,2005,0,1,748,POINT (-88.2451371529597 40.1126315268338),POINT,-88.2451371529597,40.112631526833795,-0.002482518605133045,-0.0071838624595968745
A-Injury,sideswipe opposite,Clear,Daylight,Dry,No Controls,mahomet,2006,0,2,790,POINT (-88.407802 40.191896),POINT,-88.407802,40.191896,-0.0006327117286763923,-0.005196281422455212
A-Injury,angle,Clear,Daylight,Dry,Traffic Signal,champaign,2005,0,2,749,POINT (-88.2451371283539 40.1126314774031),POINT,-88.2451371283539,40.1126314774031,-0.002482518884947476,-0.007183863699086776
A-Injury,turning,Clear,Daylight,Dry,Traffic Signal,champaign,2005,0,3,750,POINT (-88.2435184919634 40.1126023240147),POINT,-88.2435184919634,40.1126023240147,-0.002500925841214398,-0.007184594729265002
A-Injury,fixed object,Rain,"Darkness, lighted road",Wet,No Controls,champaign,2005,0,2,751,POINT (-88.2769937214899 40.1128742770459),POINT,-88.2769937214899,40.1128742770459,-0.002120249186757241,-0.007177775423386782
A-Injury,angle,Rain,Darkness,Wet,Traffic Signal,champaign,2005,0,2,753,POINT (-88.2828716121879 40.1129008192942),POINT,-88.2828716121879,40.112900819294204,-0.0020534064556444066,-0.007177109868349192
A-Injury,angle,Clear,Daylight,Dry,No Controls,champaign,2005,0,1,754,POINT (-88.2389567251659 40.1102271336529),POINT,-88.2389567251659,40.1102271336529,-0.002552801755060152,-0.007244153357918513
A-Injury,rear end,Clear,Daylight,Dry,Lane Use Marking,unincorporated,1999,0,4,417,POINT (-88.0395745312823 40.3127355873537),POINT,-88.0395745312823,40.3127355873537,-0.004820154290039807,-0.002166191613410228
A-Injury,angle,Other,Daylight,Wet,Lane Use Marking,champaign,2005,0,1,755,POINT (-88.2408361515995 40.1102188832512),POINT,-88.2408361515995,40.11021888325121,-0.002531429122903268,-0.00724436023927779
A-Injury,fixed object,Clear,Darkness,Dry,No Controls,champaign,2005,0,1,756,POINT (-88.2726737608662 40.1102943127658),POINT,-88.2726737608662,40.110294312765795,-0.002169375307201503,-0.007242468821006179
A-Injury,turning,Clear,Darkness,Dry,Stop Sign/Flasher,champaign,2005,0,1,757,POINT (-88.2335846435326 40.1102715905427),POINT,-88.2335846435326,40.1102715905427,-0.00261389248072704,-0.007243038587736946
A-Injury,angle,Clear,Daylight,Dry,Stop Sign/Flasher,champaign,2005,0,1,758,POINT (-88.2320172690726 40.1090755384314),POINT,-88.2320172690726,40.1090755384314,-0.002631716491918364,-0.007273029962193901
A-Injury,unknown,Clear,Daylight,Dry,No Controls,champaign,2005,0,4,759,POINT (-88.2577397654321 40.109038252159),POINT,-88.2577397654321,40.109038252159,-0.0023392030723861363,-0.00727396492693911
A-Injury,turning,Clear,Daylight,Dry,No Controls,urbana,2005,0,1,760,POINT (-88.1956653566543 40.105672070413),POINT,-88.1956653566543,40.105672070413,-0.0030451064700680675,-0.007358372969264689
A-Injury,parked motor vehicle,Clear,"Darkness, lighted road",Dry,No Controls,champaign,2005,0,1,762,POINT (-88.2890254936527 40.0984088725491),POINT,-88.2890254936527,40.0984088725491,-0.00198342518767161,-0.007540499889013768
A-Injury,fixed object,Clear,"Darkness, lighted road",Dry,Traffic Signal,champaign,2005,0,1,763,POINT (-88.2764958738827 40.0982453899028),POINT,-88.2764958738827,40.0982453899028,-0.0021259106553781198,-0.007544599266637929
A-Injury,sideswipe same direction,Snow,Daylight,Unknown,No Controls,champaign,2005,0,1,764,POINT (-88.2344482980825 40.0980750009965),POINT,-88.2344482980825,40.0980750009965,-0.002604071095502377,-0.00754887182085509
A-Injury,pedestrian,Clear,Daylight,Dry,Other,urbana,2005,0,1,765,POINT (-88.2221028814759 40.0981494859246),POINT,-88.2221028814759,40.0981494859246,-0.0027444618249507554,-0.007547004088380135
A-Injury,angle,Clear,Daylight,Dry,No Controls,urbana,2005,0,1,766,POINT (-88.2287466106807 40.0981193473809),POINT,-88.2287466106807,40.0981193473809,-0.0026689100619733284,-0.007547759821630506
A-Injury,pedalcyclist,Clear,Daylight,Dry,No Controls,urbana,2005,0,1,767,POINT (-88.1957224019947 40.0983651834889),POINT,-88.1957224019947,40.0983651834889,-0.0030444577566867918,-0.007541595405631911
A-Injury,pedestrian,Clear,Daylight,Dry,No Controls,champaign,2005,0,1,768,POINT (-88.2534293823804 40.0940785258179),POINT,-88.2534293823804,40.0940785258179,-0.0023882202777275345,-0.0076490846648078
A-Injury,rear end,Clear,Daylight,Dry,No Controls,champaign,2005,0,1,769,POINT (-88.2818305110476 40.0837798651628),POINT,-88.2818305110476,40.083779865162796,-0.002065245744116738,-0.007907326747400313
A-Injury,pedalcyclist,Clear,Daylight,Dry,No Controls,champaign,2005,0,1,770,POINT (-88.2895555339923 40.0838593334532),POINT,-88.2895555339923,40.083859333453205,-0.0019773976268136423,-0.007905334055583147
A-Injury,rear end,Clear,Daylight,Dry,Stop Sign/Flasher,urbana,2005,0,1,771,POINT (-88.2094147722226 40.0837026807257),POINT,-88.2094147722226,40.0837026807257,-0.002888749617753214,-0.007909262170893416
A-Injury,turning,Clear,Darkness,Wet,Traffic Signal,rantoul,2006,0,2,772,POINT (-88.1364500299615 40.3121206459182),POINT,-88.1364500299615,40.3121206459182,-0.0037184966985102518,-0.002181611458989611
A-Injury,turning,Clear,Daylight,Unknown,Stop Sign/Flasher,mahomet,2006,0,2,773,POINT (-88.3988800322628 40.1962385492857),POINT,-88.3988800322628,40.1962385492857,-0.0007341713714455737,-0.005087390663854985
A-Injury,turning,Clear,Darkness,Dry,Traffic Signal,savoy,2006,0,4,774,POINT (-88.2539840074589 40.0394179842104),POINT,-88.2539840074589,40.0394179842104,-0.0023819131419036666,-0.009019714552817625
A-Injury,angle,Clear,Daylight,Dry,Lane Use Marking,rantoul,2006,0,1,775,POINT (-88.1340977480085 40.3121529795325),POINT,-88.1340977480085,40.3121529795325,-0.0037452465919948336,-0.0021808006836689987
A-Injury,sideswipe opposite,Clear,Darkness,Dry,No Controls,savoy,2006,0,2,776,POINT (-88.2593822715246 40.0545570687997),POINT,-88.2593822715246,40.0545570687997,-0.0023205246724749035,-0.008640097351725745
A-Injury,turning,Rain,Daylight,Wet,Traffic Signal,savoy,2006,0,2,777,POINT (-88.2491696186099 40.0690010867595),POINT,-88.2491696186099,40.0690010867595,-0.0024366618461311245,-0.008277909160090037
A-Injury,angle,Clear,Daylight,Dry,Traffic Signal,rantoul,2006,0,3,778,POINT (-88.1558295795132 40.3119906100924),POINT,-88.1558295795132,40.311990610092394,-0.0034981145773843123,-0.0021848721473055107
A-Injury,angle,Clear,Daylight,Dry,Traffic Signal,savoy,2006,0,2,779,POINT (-88.2514198065387 40.0544697517596),POINT,-88.2514198065387,40.0544697517596,-0.002411072954740236,-0.008642286853354907
A-Injury,turning,Clear,Daylight,Dry,No Controls,st. joseph,2006,0,1,780,POINT (-88.034559822623 40.1132312470343),POINT,-88.034559822623,40.1132312470343,-0.004877181009273784,-0.007168824291165291
A-Injury,fixed object,Clear,Darkness,Dry,Traffic Signal,rantoul,2006,0,3,781,POINT (-88.136450743661 40.3121208508127),POINT,-88.136450743661,40.312120850812704,-0.0037184885823974036,-0.0021816063211968985
A-Injury,fixed object,Rain,Darkness,Wet,Lane Use Marking,thomasboro,2006,0,2,782,POINT (-88.1831389304969 40.2433764879171),POINT,-88.1831389304969,40.243376487917104,-0.003187555620360862,-0.003905392358545285
A-Injury,rear end,Clear,Daylight,Dry,Traffic Signal,savoy,2006,0,3,783,POINT (-88.2514165223406 40.0544690252705),POINT,-88.2514165223406,40.0544690252705,-0.002411110302282384,-0.008642305070292428
A-Injury,turning,Clear,Daylight,Dry,Traffic Signal,savoy,2006,0,1,784,POINT (-88.2562017020055 40.0247799705583),POINT,-88.2562017020055,40.02477997055829,-0.002356693761706743,-0.009386767246088532
A-Injury,turning,Clear,Daylight,Dry,No Controls,mahomet,2006,0,1,785,POINT (-88.4125299657165 40.2027133743286),POINT,-88.4125299657165,40.2027133743286,-0.000578945818873754,-0.004925032435003904
A-Injury,pedestrian,Clear,Daylight,Dry,No Controls,mahomet,2006,0,1,786,POINT (-88.4009010478584 40.1943320051464),POINT,-88.4009010478584,40.1943320051464,-0.0007111886028007615,-0.005135197844378412
A-Injury,parked motor vehicle,Clear,Daylight,Dry,No Controls,champaign,2000,0,1,279,POINT (-88.2317145548112 40.1126998785107),POINT,-88.2317145548112,40.1126998785107,-0.002635158925440527,-0.007182148520281394
A-Injury,pedestrian,Clear,Darkness,Dry,No Controls,urbana,2000,0,1,280,POINT (-88.2042352705419 40.1177043205374),POINT,-88.2042352705419,40.1177043205374,-0.002947650345230029,-0.007056660597679821
A-Injury,rear end,Clear,Dusk,Dry,No Controls,urbana,2005,0,1,662,POINT (-88.1982451483339 40.1293354489219),POINT,-88.1982451483339,40.1293354489219,-0.0030157693608181763,-0.006765006477061124
A-Injury,overturned,Clear,Darkness,Dry,No Controls,unincorporated,1999,0,1,418,POINT (-88.1046130867608 40.1206716516421),POINT,-88.1046130867608,40.120671651642105,-0.0040805429397820355,-0.006982253857824652
A-Injury,turning,Snow,Daylight,Snow or slush,No Controls,thomasboro,1999,0,5,419,POINT (-88.1831311389881 40.240117966673),POINT,-88.1831311389881,40.240117966673004,-0.003187644224547969,-0.003987100780681827
A-Injury,fixed object,Unknown,Daylight,Unknown,Other Warning Sign,rantoul,2006,0,1,787,POINT (-88.1461903373209 40.2831617500046),POINT,-88.1461903373209,40.2831617500046,-0.0036077309869255603,-0.0029077646783989422
A-Injury,fixed object,Clear,"Darkness, lighted road",Dry,Other Regualtory Sig,philo,2006,0,1,788,POINT (-88.1613709450413 40.0110498952183),POINT,-88.1613709450413,40.0110498952183,-0.0034350987737527825,-0.009731053107007254
A-Injury,overturned,Clear,Daylight,ICE,Lane Use Marking,rantoul,2006,0,1,789,POINT (-88.1861770608796 40.3098804110022),POINT,-88.1861770608796,40.309880411002204,-0.0031530063334328246,-0.0022377860383429255
A-Injury,turning,Clear,Daylight,Dry,No Controls,rantoul,2006,0,2,791,POINT (-88.1364527554203 40.312122415874),POINT,-88.1364527554203,40.312122415874,-0.0037184657048904266,-0.0021815670768036573
A-Injury,fixed object,Clear,Darkness,Dry,No Controls,mahomet,2006,0,1,792,POINT (-88.396936 40.196067),POINT,-88.396936,40.196067,-0.0007562786940368367,-0.0050916923149425235
A-Injury,rear end,Clear,Daylight,Dry,Stop Sign/Flasher,pesotum,2006,0,1,793,POINT (-88.2785679671536 39.9061080988442),POINT,-88.2785679671536,39.90610809884421,-0.0021023470369877176,-0.012362500918933882
A-Injury,fixed object,Clear,Darkness,Dry,No Controls,unincorporated,2006,0,1,794,POINT (-88.3845586185479 40.2815807898722),POINT,-88.3845586185479,40.2815807898722,-0.0008970329242175203,-0.0029474077398376776
A-Injury,overturned,Clear,Daylight,Dry,No Controls,unincorporated,2006,0,1,795,POINT (-88.3500499160574 40.0530632502688),POINT,-88.3500499160574,40.0530632502688,-0.0012894621203591078,-0.00867755531071235
A-Injury,overturned,Clear,Darkness,Dry,No Controls,unincorporated,2006,0,3,796,POINT (-88.3336376135139 40.1415824116553),POINT,-88.3336376135139,40.1415824116553,-0.001476101032550945,-0.006457910120785025
A-Injury,angle,Rain,Daylight,Wet,Stop Sign/Flasher,unincorporated,2006,0,1,797,POINT (-88.2892422041555 40.2455637498166),POINT,-88.2892422041555,40.245563749816604,-0.001980960779500024,-0.003850546093868879
A-Injury,overturned,Clear,Daylight,Dry,No Controls,unincorporated,2006,0,1,798,POINT (-88.289351048166 40.256558380383),POINT,-88.289351048166,40.256558380383,-0.0019797230172991327,-0.0035748523517516386
A-Injury,fixed object,Clear,"Darkness, lighted road",Dry,Stop Sign/Flasher,savoy,2006,0,1,799,POINT (-88.2573095138477 40.0690775119307),POINT,-88.2573095138477,40.06907751193071,-0.002344095846417644,-0.008275992775422524
A-Injury,other non collision,Clear,Darkness,Dry,Traffic Signal,unincorporated,2006,0,1,800,POINT (-88.2384588234686 40.0833602510013),POINT,-88.2384588234686,40.083360251001295,-0.0025584638387876747,-0.007917848701524288
A-Injury,overturned,Clear,Daylight,Dry,No Controls,unincorporated,2006,0,1,801,POINT (-88.2128297959559 40.2606207570603),POINT,-88.2128297959559,40.2606207570603,-0.0028499143408015227,-0.003472987007455398
A-Injury,turning,Clear,Daylight,Dry,No Controls,unincorporated,2006,0,1,802,POINT (-88.1628882605544 40.1348270255383),POINT,-88.1628882605544,40.1348270255383,-0.0034178440274388005,-0.006627303504836979
A-Injury,fixed object,Clear,Darkness,Dry,No Controls,unincorporated,2003,0,1,89,POINT (-87.9582355007595 40.0576613911688),POINT,-87.9582355007595,40.05766139116879,-0.005745132862380699,-0.008562255513793632
A-Injury,fixed object,Clear,Darkness,Dry,Other Warning Sign,unincorporated,2006,0,3,803,POINT (-88.1633474620527 40.1872754456873),POINT,-88.1633474620527,40.1872754456873,-0.003412622038147977,-0.005312143242589334
A-Injury,fixed object,Clear,Darkness,Dry,No Controls,unincorporated,2006,0,1,804,POINT (-88.0713597177443 40.0729100699293),POINT,-88.0713597177443,40.07291006992929,-0.00445869662074817,-0.00817989020516055
A-Injury,overturned,Clear,Darkness,Dry,No Controls,unincorporated,2006,0,2,805,POINT (-88.059303663184 40.2614407460034),POINT,-88.059303663184,40.2614407460034,-0.00459579675660642,-0.0034524255325742935
A-Injury,train,Fog/Smoke/Haze,"Darkness, lighted road",Dry,Other RR crossing,unincorporated,2006,0,1,806,POINT (-88.0665646897513 40.0039866692172),POINT,-88.0665646897513,40.003986669217205,-0.004513225155435519,-0.009908165670808482
A-Injury,angle,Clear,Daylight,Dry,No Controls,unincorporated,2006,0,3,807,POINT (-88.0401391644013 40.2542204101714),POINT,-88.0401391644013,40.2542204101714,-0.004813733343872264,-0.003633477673694196
A-Injury,fixed object,Clear,Daylight,Dry,No Controls,unincorporated,2006,0,1,808,POINT (-87.9603903013588 40.2140913643953),POINT,-87.9603903013588,40.2140913643953,-0.005720628705284053,-0.0046397258355398985
A-Injury,fixed object,Clear,Daylight,Dry,No Controls,unincorporated,2006,0,1,810,POINT (-88.1038450311421 39.9239119204269),POINT,-88.1038450311421,39.923911920426896,-0.004089277184401175,-0.011916064618370756
A-Injury,fixed object,Clear,Darkness,Dry,No Controls,unincorporated,2006,0,1,811,POINT (-88.0426066546257 39.92322838173),POINT,-88.0426066546257,39.92322838173,-0.004785673314506719,-0.011933204561372167
A-Injury,fixed object,Clear,Unknown,Dry,Unknown,unincorporated,2006,0,2,812,POINT (-88.4162213521464 39.9525816487992),POINT,-88.4162213521464,39.9525816487992,-0.0005369677755170238,-0.011197162363973445
A-Injury,head on,Clear,Darkness,Dry,No Controls,unincorporated,2006,0,1,813,POINT (-88.2039721402687 40.0107080037553),POINT,-88.2039721402687,40.0107080037553,-0.0029506426339612453,-0.009739626140567928
A-Injury,angle,Clear,Daylight,Dry,Stop Sign/Flasher,unincorporated,2006,0,2,814,POINT (-88.2944767258157 40.0252992543596),POINT,-88.2944767258157,40.0252992543596,-0.0019214343708248989,-0.0093737460450996
A-Injury,overturned,Snow,Darkness,ICE,No Controls,unincorporated,2006,0,1,815,POINT (-88.2710301495293 40.0248983119544),POINT,-88.2710301495293,40.024898311954395,-0.002188066275831443,-0.00938379979919325
A-Injury,turning,Clear,Daylight,Dry,No Controls,unincorporated,2006,0,3,816,POINT (-88.29905482855 40.0253394119529),POINT,-88.29905482855,40.0253394119529,-0.0018693726864897806,-0.009372739081099892
A-Injury,turning,Rain,Darkness,Wet,Stop Sign/Flasher,unincorporated,2006,0,2,817,POINT (-88.2761081708717 40.0691701621092),POINT,-88.2761081708717,40.0691701621092,-0.002130319571679463,-0.008273669543708393
A-Injury,angle,Clear,Daylight,Unknown,No Controls,unincorporated,2006,0,1,818,POINT (-88.4073615295412 40.098679795211),POINT,-88.4073615295412,40.098679795211,-0.0006377207106315368,-0.0075337064199625025
A-Injury,angle,Clear,Daylight,Dry,No Controls,unincorporated,2006,0,7,819,POINT (-88.4073608141219 40.0986796625301),POINT,-88.4073608141219,40.0986796625301,-0.0006377288463017361,-0.007533709746976757
A-Injury,angle,Clear,Daylight,Dry,Stop Sign/Flasher,unincorporated,2006,0,2,820,POINT (-88.3696709812132 40.127621173455),POINT,-88.3696709812132,40.127621173455,-0.0010663335101584294,-0.00680799246150472
A-Injury,fixed object,Clear,Darkness,Dry,No Controls,unincorporated,2006,0,1,821,POINT (-88.3512251160315 40.2222514014731),POINT,-88.3512251160315,40.2222514014731,-0.0012760978745933206,-0.0044351103967392004
A-Injury,head on,Clear,Daylight,Dry,No Controls,unincorporated,2006,0,1,822,POINT (-88.0689157119065 40.2394918883079),POINT,-88.0689157119065,40.2394918883079,-0.004486489588233923,-0.0040027998881953675
A-Injury,fixed object,Clear,Darkness,Dry,Other Warning Sign,unincorporated,2006,0,2,823,POINT (-88.1172898056979 40.2978097305775),POINT,-88.1172898056979,40.297809730577505,-0.003936384676411701,-0.002540462061524497
A-Injury,angle,Clear,Darkness,Dry,Lane Use Marking,unincorporated,2006,0,1,824,POINT (-88.2898707632246 40.3112210116137),POINT,-88.2898707632246,40.3112210116137,-0.001973812874409067,-0.0022041700657973316
A-Injury,fixed object,Clear,Darkness,Dry,No Controls,unincorporated,2006,0,1,825,POINT (-88.0502914808475 40.3856454404663),POINT,-88.0502914808475,40.3856454404663,-0.004698282309946606,-0.0003379546280520789
A-Injury,fixed object,Clear,Daylight,Dry,No Controls,unincorporated,2006,0,4,826,POINT (-88.3581381665968 40.212211820446),POINT,-88.3581381665968,40.212211820446,-0.0011974834185159119,-0.004686855977996919
A-Injury,fixed object,Clear,Darkness,Unknown,No Controls,unincorporated,2006,0,1,827,POINT (-88.3652129970227 40.2112258807824),POINT,-88.3652129970227,40.2112258807824,-0.0011170292195313057,-0.004711578718221644
A-Injury,other object,Clear,Daylight,Dry,Lane Use Marking,unincorporated,2006,0,1,828,POINT (-88.1934064406546 40.2480917202873),POINT,-88.1934064406546,40.2480917202873,-0.003070794616128015,-0.003787156457007595
A-Injury,rear end,Clear,Daylight,Dry,Lane Use Marking,unincorporated,2006,0,2,829,POINT (-88.2745666837644 39.9015666417497),POINT,-88.2745666837644,39.9015666417497,-0.0021478491947228874,-0.012476379352000633
A-Injury,angle,Clear,Daylight,Dry,Stop sign / flasher,urbana,2000,0,3,281,POINT (-88.1907147565022 40.1419727195052),POINT,-88.1907147565022,40.141972719505205,-0.0031014041543592046,-0.006448123031435524
A-Injury,rear end,Clear,Darkness,Dry,Lane Use Marking,unincorporated,2000,0,1,282,POINT (-88.286754042188 39.9108906038424),POINT,-88.286754042188,39.9108906038424,-0.0020092558856706242,-0.012242578135564024
A-Injury,angle,Rain,Dusk,Wet,Stop sign / flasher,unincorporated,1999,0,1,420,POINT (-87.9576648226983 39.9815627861422),POINT,-87.9576648226983,39.9815627861422,-0.005751622550970754,-0.010470451433883076
A-Injury,rear end,Clear,Daylight,Dry,Lane Use Marking,unincorporated,2006,0,2,830,POINT (-88.2903053244894 39.9133611048684),POINT,-88.2903053244894,39.9133611048684,-0.001968871091162786,-0.01218062956269926
A-Injury,overturned,Clear,Daylight,Dry,Lane Use Marking,unincorporated,2006,0,2,831,POINT (-88.3033285517468 39.9450131181783),POINT,-88.3033285517468,39.945013118178295,-0.0018207723730147968,-0.011386945596489229
A-Injury,fixed object,Clear,Darkness,Dry,Lane Use Marking,unincorporated,2006,0,2,832,POINT (-88.3048811130406 40.0903334272926),POINT,-88.3048811130406,40.0903334272926,-0.0018031168155318363,-0.007742994161884829
A-Injury,fixed object,Clear,Darkness,Dry,Lane Use Marking,unincorporated,2006,0,3,833,POINT (-88.1980038349923 40.2361987835861),POINT,-88.1980038349923,40.236198783586104,-0.0030185135497857118,-0.004085375501669061
A-Injury,rear end,Clear,Darkness,Dry,Lane Use Marking,unincorporated,2006,0,2,835,POINT (-88.1838053540126 40.2821496619577),POINT,-88.1838053540126,40.2821496619577,-0.0031799771249180946,-0.0029331430973750703
A-Injury,overturned,Clear,Daylight,Dry,Other Warning Sign,unincorporated,2006,0,1,836,POINT (-88.3048374811948 40.0267808936948),POINT,-88.3048374811948,40.0267808936948,-0.0018036129921173694,-0.009336593483190249
A-Injury,parked motor vehicle,Clear,Darkness,Wet,Lane Use Marking,unincorporated,2006,0,1,837,POINT (-88.1465333398454 40.3647166557522),POINT,-88.1465333398454,40.364716655752204,-0.003603830399675082,-0.0008627503400090639
A-Injury,turning,Clear,Daylight,Dry,Lane Use Marking,unincorporated,2006,0,1,838,POINT (-88.1822750619109 40.1890760005566),POINT,-88.1822750619109,40.189076000556604,-0.0031973794395805883,-0.005266993775601009
A-Injury,overturned,Clear,Dawn,Dry,Lane Use Marking,unincorporated,2006,0,1,839,POINT (-88.1816364163797 40.2554959582223),POINT,-88.1816364163797,40.2554959582223,-0.003204642046817009,-0.003601492914108234
A-Injury,turning,Clear,Daylight,Dry,Lane Use Marking,unincorporated,2006,0,1,840,POINT (-88.2709783588203 40.3113143312792),POINT,-88.2709783588203,40.3113143312792,-0.0021886552341182355,-0.0022018300464907957
A-Injury,head on,Clear,Daylight,Dry,Stop Sign/Flasher,unincorporated,2006,0,2,841,POINT (-88.1245885984071 40.1133498615204),POINT,-88.1245885984071,40.1133498615204,-0.0038533836027994177,-0.007165849996454412
A-Injury,angle,Clear,Daylight,Dry,Stop Sign/Flasher,st. joseph,2006,0,2,842,POINT (-88.0190593009957 40.1140979509543),POINT,-88.0190593009957,40.114097950954296,-0.0050534512484590125,-0.007147091423874432
A-Injury,parked motor vehicle,Snow,Daylight,ICE,Lane Use Marking,unincorporated,2006,0,1,843,POINT (-88.3071151838169 40.1564935288828),POINT,-88.3071151838169,40.1564935288828,-0.0017777112066390535,-0.006084009271386479
A-Injury,sideswipe same direction,Rain,Daylight,Wet,Lane Use Marking,unincorporated,2006,0,1,844,POINT (-88.1720729458797 40.1210098003382),POINT,-88.1720729458797,40.1210098003382,-0.003313396788948255,-0.006973774675295012
A-Injury,rear end,Clear,Darkness,Dry,Lane Use Marking,unincorporated,2006,0,2,845,POINT (-88.1191814212369 40.1206664588994),POINT,-88.1191814212369,40.1206664588994,-0.003914873431079121,-0.006982384067444666
A-Injury,fixed object,Clear,Darkness,Dry,No Controls,unincorporated,2006,0,1,846,POINT (-88.3940650538821 40.2760221772253),POINT,-88.3940650538821,40.2760221772253,-0.0007889267797630819,-0.003086791661139089
A-Injury,angle,Clear,Daylight,Dry,Traffic Signal,champaign,2006,0,1,848,POINT (-88.2426402386481 40.1163699160722),POINT,-88.2426402386481,40.1163699160722,-0.0025109132420049482,-0.007090121199951686
A-Injury,turning,Clear,Daylight,Dry,Stop Sign/Flasher,champaign,2006,0,2,849,POINT (-88.2390392144927 40.1417412848846),POINT,-88.2390392144927,40.1417412848846,-0.0025518636954441633,-0.006453926325709394
A-Injury,fixed object,Snow,Daylight,Ice,No Controls,st. joseph,2003,0,1,91,POINT (-88.0113595689402 40.1201496583826),POINT,-88.0113595689402,40.1201496583826,-0.005141011760532244,-0.0069953429993109065
A-Injury,rear end,Clear,Daylight,Dry,No Controls,unincorporated,2006,0,2,850,POINT (-88.2390704907708 40.1436161381247),POINT,-88.2390704907708,40.143616138124706,-0.0025515080250252606,-0.006406913804227804
A-Injury,angle,Clear,Daylight,Dry,Stop Sign/Flasher,champaign,2006,0,2,851,POINT (-88.2392905020384 40.1566997611046),POINT,-88.2392905020384,40.156699761104605,-0.002549006080916802,-0.006078837935011721
A-Injury,turning,Clear,Daylight,Dry,Stop Sign/Flasher,champaign,2006,0,1,852,POINT (-88.2390347885026 40.1417392161452),POINT,-88.2390347885026,40.141739216145204,-0.0025519140273203814,-0.006453978199985912
A-Injury,angle,Clear,Daylight,Dry,Stop Sign/Flasher,champaign,2006,0,2,853,POINT (-88.2392927788162 40.1566997799733),POINT,-88.2392927788162,40.156699779973295,-0.0025489801896482283,-0.006078837461873525
