crash_severity,collision_type,weather,light,road_surface,traffic_control,city,year,fatality,injury,id,x,y,norm_x,norm_y
A-Injury,angle,clear,daylight,dry,stop sign / flasher,unincorporated,2002,0,4,180,-88.1436404898739,40.1133619603603,0.003636727573632503,0.005779632037880772
A-Injury,overturned,clear,daylight,dry,no controls,champaign,2002,0,1,181,-88.2855342859878,40.1417014773003,0.002023126819973791,0.006481120456850073
A-Injury,angle,clear,"darkness, lighted road",wet,traffic signal,champaign,2001,0,2,204,-88.2579296297565,40.1321592484929,0.0023370439560235364,0.006244921547259575
A-Injury,rear end,clear,darkness,dry,no controls,mahomet,2001,0,2,205,-88.4060501614799,40.1919106803159,0.0006526334450146064,0.007723949490093265
A-Injury,pedalcyclist,clear,daylight,dry,stop sign / flasher,urbana,2001,0,1,206,-88.2173925604677,40.1164525697853,0.002798027081057599,0.005856133931818693
A-Injury,angle,clear,daylight,dry,traffic signal,champaign,2001,0,3,207,-88.2435184667744,40.1126019034444,0.002500926127660907,0.005760818339489552
A-Injury,angle,clear,daylight,dry,traffic signal,rantoul,2001,0,2,208,-88.155770220666,40.3072851409121,0.003498789599712241,0.01057981496318562
A-Injury,fixed object,clear,daylight,dry,no controls,champaign,2001,0,1,209,-88.2536433315741,40.1126419128709,0.0023857872708615358,0.0057618086933264945
A-Injury,turning,clear,daylight,dry,stop sign / flasher,ludlow,2001,0,1,210,-88.1206458143072,40.384973876269,0.0038982205130052338,0.012502845205818793
A-Injury,angle,clear,"darkness, lighted road",dry,traffic signal,urbana,2001,0,3,211,-88.2193700773236,40.1164391840334,0.0027755389753303028,0.005855802594133715
A-Injury,rear end,clear,daylight,dry,no controls,champaign,2001,0,1,212,-88.2459779979151,40.0897334391264,0.00247295660812605,0.00519475495482939
A-Injury,angle,clear,darkness,dry,lane use marking,urbana,2001,0,3,213,-88.1877531158196,40.1470198248382,0.0031350836087708192,0.00661276558029344
A-Injury,angle,fog/smoke/haze,dawn,dry,stop sign/flasher,unincorporated,2005,0,3,634,-88.2381941017904,40.0397306783739,0.002561474224802868,0.003957035989519137
A-Injury,fixed object,clear,daylight,dry,no controls,unincorporated,2005,0,1,635,-88.2129008963227,39.9953353774064,0.0028491057951949535,0.00285811854673799
A-Injury,overturned,clear,daylight,dry,no controls,unincorporated,2005,0,4,636,-88.1806024664391,40.028503190631,0.003216400012627352,0.003679121844319032
A-Injury,overturned,clear,darkness,dry,no controls,unincorporated,2005,0,1,637,-88.1747486956094,40.3009303527597,0.0032829684552319297,0.010422514812186225
A-Injury,fixed object,fog/smoke/haze,daylight,wet,no controls,unincorporated,2005,0,1,638,-88.1747402345354,40.3001492874775,0.0032830646736413268,0.01040318109344005
A-Injury,sideswipe same direction,clear,daylight,dry,no controls,unincorporated,2005,0,1,639,-88.0618671329428,40.0477107116665,0.004566645258457362,0.004154565853898896
A-Injury,angle,clear,daylight,dry,stop sign/flasher,unincorporated,2005,0,2,640,-88.0476478784679,40.0909465135461,0.004728345067508489,0.005224782201185448
A-Injury,overturned,snow,darkness,ice,no controls,unincorporated,2005,0,1,641,-88.0210215386767,40.2600475154172,0.005031136895840126,0.009410541425657174
A-Injury,angle,clear,daylight,dry,no controls,unincorporated,2005,0,2,642,-88.0286885540141,39.9814739247365,0.004943948434712517,0.002515005834597819
A-Injury,overturned,clear,darkness,dry,no controls,unincorporated,2005,0,1,643,-87.9603808238565,40.1818408887469,0.005720736482405235,0.007474691812834868
A-Injury,overturned,clear,daylight,dry,no controls,unincorporated,2000,0,1,274,-88.154414550609,40.1203824195027,0.0035142061315521804,0.005953409551261271
A-Injury,angle,clear,daylight,unknown,stop sign / flasher,unincorporated,2000,0,4,275,-88.0475800229679,40.1279206537813,0.004729116712844128,0.006140003559095447
A-Injury,fixed object,clear,darkness,dry,no controls,unincorporated,2005,0,1,644,-87.9600960839978,40.1570070428026,0.005723974512982874,0.006859979312079237
A-Injury,angle,rain,daylight,wet,stop sign / flasher,fisher,1999,0,1,414,-88.3456874360005,40.3108032968844,0.001339071767154245,0.010666899922181998
A-Injury,rear end,clear,daylight,dry,no controls,champaign,1999,0,2,415,-88.2579365864642,40.1326223788852,0.0023369648451033653,0.006256385419680632
A-Injury,pedalcyclist,clear,daylight,dry,no controls,unincorporated,2005,0,1,645,-88.0833097536787,39.9380197711831,0.00432280211712571,0.0014393846255857262
A-Injury,overturned,clear,darkness,dry,no controls,unincorporated,2005,0,1,646,-88.2287088010513,40.0397725990613,0.00266934002894985,0.003958073652821217
A-Injury,parked motor vehicle,rain,darkness,wet,no controls,unincorporated,2005,0,1,647,-87.947227770609,40.0762737559901,0.005870311567534623,0.004861587249003688
A-Injury,train,rain,darkness,wet,rr crossing gate,unincorporated,2005,0,2,648,-88.2154449411319,40.1710410564366,0.0028201751954512397,0.007207363427932483
A-Injury,overturned,clear,daylight,dry,no controls,unincorporated,2005,0,1,649,-88.2310072507982,40.18558050862,0.0026432023094341093,0.007567258670550975
A-Injury,angle,clear,daylight,dry,stop sign/flasher,unincorporated,2005,0,2,650,-88.2584418466283,40.1856607096301,0.0023312190816949527,0.0075692438871618915
A-Injury,fixed object,clear,darkness,dry,no controls,unincorporated,2005,0,4,651,-88.1954608949386,40.2384363937446,0.00304743158637039,0.008875601059300164
A-Injury,angle,clear,daylight,dry,stop sign/flasher,unincorporated,2005,0,1,652,-88.1550789970174,40.2390584024767,0.0035066501195579083,0.008890997649262884
A-Injury,rear end,clear,daylight,dry,no controls,unincorporated,2005,0,1,653,-88.2219934485806,40.2386656429623,0.0027457062838853073,0.008881275668067038
A-Injury,fixed object,clear,darkness,dry,no controls,unincorporated,2005,0,1,654,-88.0610272436159,40.3272105679334,0.004576196388161326,0.011073029308654232
A-Injury,overturned,clear,daylight,dry,lane use marking,champaign,2005,0,3,656,-88.3040228497535,40.0789712696148,0.0018128768919046616,0.004928358837656467
A-Injury,animal,clear,darkness,dry,no controls,unincorporated,2005,0,1,657,-88.3708228614363,40.2048252067201,0.001053234454054438,0.008043622924478237
A-Injury,fixed object,clear,daylight,dry,no controls,urbana,2005,0,1,663,-88.190663,40.091114,0.0031019927236500934,0.005228927995483626
A-Injury,angle,clear,daylight,dry,stop sign/flasher,champaign,2005,0,1,658,-88.2431156508192,40.1153511273423,0.0025055069067132295,0.005828869913184829
A-Injury,overturned,clear,daylight,dry,lane use marking,unincorporated,2003,0,1,87,-88.1450770323244,40.367452475554,0.003620391369765524,0.01206913775372237
A-Injury,angle,rain,daylight,wet,traffic signal,champaign,2005,0,2,659,-88.242175429205,40.1178259653945,0.0025161990042314518,0.005890129610593196
A-Injury,pedestrian,clear,"darkness, lighted road",dry,no controls,champaign,2005,0,1,660,-88.2388061320679,40.1241423297854,0.002554514283324986,0.006046478657741238
A-Injury,turning,rain,"darkness, lighted road",wet,traffic signal,champaign,2005,0,2,661,-88.2387965888756,40.1272467301059,0.002554622807465545,0.006123321917888814
A-Injury,turning,clear,daylight,dry,stop sign/flasher,urbana,2005,0,1,664,-88.1945719385318,40.1056738124593,0.0030575407015486825,0.0055893272162674534
A-Injury,sideswipe opposite,clear,dusk,dry,no controls,urbana,2005,0,3,665,-88.1908143224274,40.1027595444626,0.003100271901531127,0.005517190303920404
A-Injury,overturned,clear,darkness,dry,no controls,champaign,2005,0,1,666,-88.2468950863286,40.127764026635,0.002462527578839877,0.006136126565374606
A-Injury,fixed object,clear,daylight,wet,lane use marking,champaign,2005,0,1,667,-88.2406333023011,40.1174594996581,0.002533735902972059,0.005881058479614612
A-Injury,turning,clear,daylight,dry,traffic signal,champaign,2005,0,1,668,-88.2771912125584,40.1392387502071,0.0021180033398935437,0.006420160542161995
A-Injury,fixed object,snow,darkness,snow or slush,no controls,champaign,2005,0,1,669,-88.3133810903904,40.1041994786564,0.0017064560013641038,0.00555283301311567
A-Injury,overturned,clear,daylight,dry,no controls,urbana,2005,0,1,670,-88.1690835208639,40.0847514965423,0.0033473922037629313,0.005071436867435322
A-Injury,pedalcyclist,clear,daylight,dry,stop sign/flasher,champaign,2005,0,1,671,-88.2403080396448,40.1079097123128,0.0025374347543786974,0.005644672473440428
A-Injury,angle,clear,daylight,dry,stop sign/flasher,champaign,2005,0,1,672,-88.2386916400037,40.1079348368823,0.0025558162745757617,0.00564529438222511
A-Injury,pedestrian,clear,daylight,dry,no controls,champaign,2005,0,1,673,-88.2387058559046,40.1109134033882,0.002555654612903147,0.005719022876378486
A-Injury,fixed object,clear,"darkness, lighted road",dry,no controls,urbana,2005,0,1,674,-88.2049274570446,40.1101037328879,0.002939778875912661,0.005698981092309058
A-Injury,angle,clear,daylight,dry,traffic signal,champaign,2005,0,1,675,-88.2333912475804,40.1014716446583,0.0026160917583752732,0.005485310903878953
A-Injury,turning,clear,"darkness, lighted road",dry,no controls,champaign,2005,0,1,676,-88.2334864745911,40.1070436254747,0.002615008847208977,0.005623234215052638
A-Injury,angle,clear,daylight,unknown,stop sign/flasher,champaign,2005,0,1,677,-88.2334791964094,40.1054187295376,0.0026150916138964232,0.005583013145500783
A-Injury,turning,clear,daylight,dry,no controls,champaign,2005,0,2,678,-88.2321227325799,40.1231224031141,0.002630517172430711,0.00602123240002881
A-Injury,parked motor vehicle,clear,daylight,dry,no controls,champaign,2005,0,4,679,-88.2288042793323,40.1062981320734,0.002668254260365217,0.005604781007521261
A-Injury,parked motor vehicle,rain,darkness,wet,no controls,unincorporated,2005,0,1,680,-88.1946372518286,40.122098016945,0.003056797965870107,0.0059958757563112405
A-Injury,turning,clear,daylight,dry,stop sign/flasher,urbana,2005,0,1,681,-88.1627197334428,40.1058488074822,0.0034197604993476023,0.005593658870268415
A-Injury,turning,clear,daylight,dry,traffic signal,champaign,2005,0,2,682,-88.2436546610806,40.1336173296324,0.002499377340884198,0.006281013448029965
A-Injury,rear end,clear,daylight,dry,no controls,champaign,2005,0,1,683,-88.2435193779539,40.11280805885,0.002500915765827162,0.005765921306835199
A-Injury,turning,clear,"darkness, lighted road",ice,traffic signal,champaign,2005,0,1,685,-88.243655397993,40.1336174723992,0.0024993689607968866,0.006281016981938385
A-Injury,other non collision,clear,daylight,dry,traffic signal,champaign,2005,0,2,686,-88.2468736365427,40.0835445642901,0.0024627715034627267,0.005041561658228581
A-Injury,rear end,clear,daylight,dry,no controls,champaign,2005,0,1,687,-88.2447161228838,40.0976847235211,0.002487306513176871,0.005391573197378208
A-Injury,angle,clear,daylight,dry,traffic signal,champaign,2005,0,2,688,-88.2451873798106,40.1163078282572,0.00248194743086969,0.005852551142954525
A-Injury,angle,clear,daylight,wet,traffic signal,champaign,2005,0,2,689,-88.2451873808843,40.1163078274345,0.002481947418659678,0.005852551122590174
A-Injury,pedalcyclist,clear,daylight,dry,stop sign/flasher,champaign,2005,0,2,690,-88.2452015302198,40.1212000109569,0.0024817865139615874,0.005973647402802085
A-Injury,fixed object,clear,darkness,unknown,lane use marking,unincorporated,2000,0,1,276,-88.188895946388,40.258676317637,0.003122087464351716,0.009376600149771477
A-Injury,rear end,clear,daylight,snow or slush,traffic signal,champaign,2000,0,1,277,-88.2767915047882,40.1128753059218,0.0021225487730055005,0.005767585874448517
A-Injury,angle,clear,daylight,dry,stop sign/flasher,champaign,2005,0,2,691,-88.2468729974285,40.1212053063892,0.0024627787713996717,0.005973778480704417
A-Injury,rear end,clear,daylight,dry,no controls,champaign,2005,0,1,692,-88.2467966607907,40.1126190665207,0.002463646863308307,0.005761243177332916
A-Injury,fixed object,rain,"darkness, lighted road",wet,no controls,urbana,2005,0,1,693,-88.2157718749968,40.1226083038663,0.002816457339242981,0.006008506894887089
A-Injury,turning,clear,daylight,dry,stop sign/flasher,champaign,2005,0,1,694,-88.2542067349254,40.1126446958958,0.002379380309477868,0.0057618775815769145
A-Injury,turning,clear,daylight,dry,no controls,champaign,2005,0,1,695,-88.2531781537485,40.1280051995481,0.002391077222293777,0.006142096321523477
A-Injury,turning,clear,daylight,dry,no controls,urbana,2005,0,2,696,-88.2193543603226,40.1154864290368,0.0027757177073493367,0.005832219037729149
A-Injury,pedalcyclist,clear,daylight,dry,traffic signal,champaign,2005,0,1,697,-88.25795987083,40.1358411803525,0.0023367000578381858,0.006336060452852565
A-Injury,turning,clear,daylight,dry,traffic signal,urbana,2005,0,1,698,-88.2195613492871,40.1341665890618,0.002773363851449537,0.006294609273588612
A-Injury,angle,clear,daylight,dry,no controls,champaign,2005,0,1,699,-88.2578735563424,40.1192104624317,0.002337681616765096,0.005924400083154521
A-Injury,angle,clear,daylight,dry,stop sign/flasher,urbana,2005,0,1,700,-88.2191277227523,40.1006242992693,0.002778295005048376,0.005464336552816183
A-Injury,angle,clear,daylight,dry,traffic signal,champaign,2005,0,2,701,-88.257766809712,40.1126589579908,0.0023388955277886506,0.005762230611393689
A-Injury,rear end,clear,daylight,dry,traffic signal,urbana,2005,0,1,702,-88.2193700773236,40.1164391840334,0.0027755389753303028,0.005855802594133715
A-Injury,turning,clear,daylight,dry,no controls,champaign,2005,0,1,704,-88.2578455644482,40.1172915290456,0.0023379999375290356,0.005876900700932406
A-Injury,parked motor vehicle,rain,darkness,wet,no controls,champaign,2005,0,1,725,-88.249404,40.118262,0.00243399648655891,0.0059009227806629365
A-Injury,rear end,clear,daylight,dry,no controls,champaign,2005,0,2,705,-88.2579292648432,40.132159362726,0.002337048105777789,0.006244924374873009
A-Injury,pedalcyclist,rain,"darkness, lighted road",wet,traffic signal,urbana,2005,0,1,706,-88.2192974816069,40.1090816899573,0.002776364525892702,0.0056736824508035084
A-Injury,fixed object,clear,daylight,dry,lane use marking,rantoul,2003,0,2,88,-88.1840123143073,40.3082134238145,0.0031776235950483197,0.010602792761534816
A-Injury,rear end,clear,"darkness, lighted road",dry,traffic signal,champaign,2005,0,1,707,-88.2579452748025,40.1380085089733,0.0023368660422690684,0.006389708365440866
A-Injury,rear end,clear,daylight,dry,traffic signal,champaign,2005,0,2,708,-88.2578791989801,40.1425855141017,0.0023376174493053526,0.006503003030905028
A-Injury,turning,clear,darkness,dry,no controls,champaign,2005,0,3,709,-88.2579353490764,40.1258439381313,0.0023369789165422076,0.006088598590511983
A-Injury,rear end,clear,daylight,wet,no controls,champaign,2005,0,1,710,-88.2575950127388,40.0974659756665,0.0023408491842064083,0.0053861585289842985
A-Injury,turning,clear,daylight,dry,traffic signal,urbana,2005,0,2,711,-88.2193083578608,40.1105832101965,0.002776240842321159,0.005710849600154653
A-Injury,rear end,clear,daylight,dry,no controls,champaign,2005,0,1,713,-88.2770048262154,40.1311021184125,0.0021201229050315444,0.006218754393094143
A-Injury,turning,clear,daylight,dry,traffic signal,champaign,2005,0,1,714,-88.2767861162827,40.1128763148641,0.0021226100505017426,0.005767610848810089
A-Injury,rear end,clear,daylight,wet,no controls,champaign,2005,0,2,715,-88.2764949734886,40.098246201741,0.0021259208945614825,0.005405471474811712
A-Injury,turning,clear,daylight,dry,no controls,champaign,2005,0,3,716,-88.2769583758299,40.127836673943,0.002120651133742726,0.00613792480510257
A-Injury,turning,snow,"darkness, lighted road",wet,traffic signal,champaign,2005,0,1,717,-88.2764948870334,40.098246142404,0.0021259218777205996,0.0054054700060422655
A-Injury,rear end,clear,daylight,dry,traffic signal,champaign,2005,0,1,718,-88.2767877785395,40.1128749178658,0.0021225911474988643,0.005767576268893609
A-Injury,fixed object,clear,darkness,ice,no controls,unincorporated,2005,0,1,719,-88.3077394050491,40.0896301034686,0.0017706126309555866,0.0051921970859932646
A-Injury,pedestrian,rain,daylight,wet,no controls,urbana,2005,0,1,720,-88.2076181225184,40.1124807618199,0.002909180921983296,0.005757819719335943
A-Injury,fixed object,clear,daylight,dry,no controls,champaign,2005,0,1,721,-88.2331368802669,40.116370718772,0.0026189843956858144,0.00585410787265768
A-Injury,rear end,clear,daylight,dry,no controls,urbana,2005,0,4,722,-88.2239613691299,40.1127749752943,0.0027233273063088175,0.005765102389165198
A-Injury,angle,clear,daylight,dry,traffic signal,champaign,2005,0,2,723,-88.2451873808843,40.1163078274345,0.002481947418659678,0.005852551122590174
A-Injury,angle,clear,daylight,dry,stop sign/flasher,champaign,2005,0,2,724,-88.27245342159,40.1164057803538,0.0021718809813878978,0.005854975752432732
A-Injury,head on,other,dawn,ice,no controls,urbana,2005,0,2,726,-88.221651808658,40.116429885763,0.002749591375775868,0.005855572433929498
A-Injury,rear end,clear,daylight,dry,no controls,urbana,2005,0,1,727,-88.2157968373511,40.1164617677987,0.0028161734700759057,0.005856361610359842
A-Injury,turning,clear,daylight,dry,traffic signal,urbana,2005,0,4,728,-88.2075326842257,40.1164261335155,0.002910152516917452,0.005855479554500122
A-Injury,pedestrian,clear,daylight,dry,no controls,urbana,2005,0,1,729,-88.1678601547572,40.1133309599387,0.0033613041895285897,0.005778864684055303
A-Injury,angle,clear,daylight,dry,stop sign/flasher,champaign,2005,0,1,730,-88.2320864990127,40.1202537199642,0.0026309292165999716,0.005950223849967361
A-Injury,pedestrian,clear,daylight,dry,traffic signal,urbana,2005,0,1,731,-88.20902056614,40.116525243238,0.002893232486274648,0.005857932818706672
A-Injury,pedestrian,clear,daylight,dry,no controls,champaign,2005,0,1,732,-88.2518038041985,40.1255399767328,0.002406706175288141,0.006081074630195066
A-Injury,fixed object,clear,daylight,dry,traffic signal,champaign,2005,0,1,733,-88.2452091614293,40.127206068769,0.002481699732680544,0.0061223154273054295
A-Injury,fixed object,clear,"darkness, lighted road",dry,no controls,urbana,2005,0,1,734,-88.2217984416691,40.1232804381214,0.002747923881186957,0.006025144242550484
A-Injury,turning,clear,daylight,dry,no controls,champaign,2005,0,2,735,-88.2768509283231,40.1274225714374,0.0021218730150561462,0.006127674520577234
A-Injury,angle,clear,daylight,dry,no controls,champaign,2005,0,1,736,-88.2579480281799,40.1271725430435,0.0023368347311619442,0.006121485564600826
A-Injury,turning,clear,daylight,dry,no controls,champaign,2005,0,2,737,-88.2772941364519,40.1274276886737,0.002116832900616713,0.006127801187591646
A-Injury,fixed object,clear,daylight,dry,lane use marking,unincorporated,2000,0,1,278,-88.3035283944078,40.0397403103942,0.001818499784098006,0.003957274411038705
A-Injury,rear end,clear,daylight,dry,traffic signal,champaign,2005,0,1,738,-88.2769606693257,40.127423520908,0.0021206250523589892,0.006127698022835013
A-Injury,angle,rain,"darkness, lighted road",wet,stop sign/flasher,champaign,2005,0,2,739,-88.2410721698789,40.1272054633268,0.0025287451488045956,0.006122300440787144
A-Injury,sideswipe - same dir,clear,daylight,wet,lane use marking,champaign,1999,0,2,416,-88.2837106497151,40.1462532484607,0.002043865012513579,0.006593790505587304
A-Injury,fixed object,clear,daylight,dry,no controls,champaign,2005,0,2,740,-88.2514646421729,40.1271978700264,0.002410563088804474,0.006122112483726849
A-Injury,rear end,clear,daylight,dry,no controls,champaign,2005,0,8,741,-88.2707265533316,40.1273435531983,0.0021915187386369163,0.006125718581111773
A-Injury,parked motor vehicle,clear,daylight,dry,no controls,champaign,2005,0,1,743,-88.249031063703,40.1304201282358,0.0024382374774012385,0.006201873081679417
A-Injury,other object,clear,darkness,dry,no controls,urbana,2005,0,1,744,-88.2078937710214,40.1274985000161,0.0029060462773097635,0.006129553981640083
A-Injury,rear end,clear,daylight,dry,traffic signal,champaign,2005,0,2,745,-88.2767922750928,40.1128759546928,0.002122540013185766,0.005767601933485222
A-Injury,sideswipe same direction,clear,daylight,dry,no controls,champaign,2005,0,1,746,-88.2387336864727,40.112645815513,0.002555338126721989,0.005761905295475423
A-Injury,rear end,clear,"darkness, lighted road",dry,traffic signal,champaign,2005,0,2,747,-88.2860458398548,40.1129354097116,0.0020173094852633626,0.005769073624312943
A-Injury,angle,clear,daylight,dry,traffic signal,champaign,2005,0,1,748,-88.2451371529597,40.1126315268338,0.002482518605133045,0.0057615516076197065
A-Injury,sideswipe opposite,clear,daylight,dry,no controls,mahomet,2006,0,2,790,-88.407802,40.191896,0.0006327117286763923,0.007723586108049304
A-Injury,angle,clear,daylight,dry,traffic signal,champaign,2005,0,2,749,-88.2451371283539,40.1126314774031,0.002482518884947476,0.005761550384060891
A-Injury,turning,clear,daylight,dry,traffic signal,champaign,2005,0,3,750,-88.2435184919634,40.1126023240147,0.002500925841214398,0.005760828749871526
A-Injury,fixed object,rain,"darkness, lighted road",wet,no controls,champaign,2005,0,2,751,-88.2769937214899,40.1128742770459,0.002120249186757241,0.005767560406670432
A-Injury,angle,rain,darkness,wet,traffic signal,champaign,2005,0,2,753,-88.2828716121879,40.1129008192942,0.0020534064556444066,0.005768217407276161
A-Injury,angle,clear,daylight,dry,no controls,champaign,2005,0,1,754,-88.2389567251659,40.1102271336529,0.002552801755060152,0.005702035632995888
A-Injury,rear end,clear,daylight,dry,lane use marking,unincorporated,1999,0,4,417,-88.0395745312823,40.3127355873537,0.004820154290039807,0.01071472993245237
A-Injury,angle,other,daylight,wet,lane use marking,champaign,2005,0,1,755,-88.2408361515995,40.1102188832512,0.002531429122903268,0.005701831410698953
A-Injury,fixed object,clear,darkness,dry,no controls,champaign,2005,0,1,756,-88.2726737608662,40.1102943127658,0.002169375307201503,0.005703698518421857
A-Injury,turning,clear,darkness,dry,stop sign/flasher,champaign,2005,0,1,757,-88.2335846435326,40.1102715905427,0.00261389248072704,0.0057031360749478935
A-Injury,angle,clear,daylight,dry,stop sign/flasher,champaign,2005,0,1,758,-88.2320172690726,40.1090755384314,0.002631716491918364,0.005673530182005547
A-Injury,unknown,clear,daylight,dry,no controls,champaign,2005,0,4,759,-88.2577397654321,40.109038252159,0.0023392030723861363,0.005672607234436364
A-Injury,turning,clear,daylight,dry,no controls,urbana,2005,0,1,760,-88.1956653566543,40.105672070413,0.0030451064700680675,0.005589284095373472
A-Injury,parked motor vehicle,clear,"darkness, lighted road",dry,no controls,champaign,2005,0,1,762,-88.2890254936527,40.0984088725491,0.00198342518767161,0.005409498067369005
A-Injury,fixed object,clear,"darkness, lighted road",dry,traffic signal,champaign,2005,0,1,763,-88.2764958738827,40.0982453899028,0.0021259106553781198,0.005405451379370583
A-Injury,sideswipe same direction,snow,daylight,unknown,no controls,champaign,2005,0,1,764,-88.2344482980825,40.0980750009965,0.002604071095502377,0.005401233740631645
A-Injury,pedestrian,clear,daylight,dry,other,urbana,2005,0,1,765,-88.2221028814759,40.0981494859246,0.0027444618249507554,0.0054030774669929634
A-Injury,angle,clear,daylight,dry,no controls,urbana,2005,0,1,766,-88.2287466106807,40.0981193473809,0.0026689100619733284,0.005402331447241999
A-Injury,pedalcyclist,clear,daylight,dry,no controls,urbana,2005,0,1,767,-88.1957224019947,40.0983651834889,0.0030444577566867918,0.005408416631512844
A-Injury,pedestrian,clear,daylight,dry,no controls,champaign,2005,0,1,768,-88.2534293823804,40.0940785258179,0.0023882202777275345,0.005302308940310465
A-Injury,rear end,clear,daylight,dry,no controls,champaign,2005,0,1,769,-88.2818305110476,40.0837798651628,0.002065245744116738,0.005047386063687708
A-Injury,pedalcyclist,clear,daylight,dry,no controls,champaign,2005,0,1,770,-88.2895555339923,40.0838593334532,0.0019773976268136423,0.005049353143278548
A-Injury,rear end,clear,daylight,dry,stop sign/flasher,urbana,2005,0,1,771,-88.2094147722226,40.0837026807257,0.002888749617753214,0.00504547551634609
A-Injury,turning,clear,darkness,wet,traffic signal,rantoul,2006,0,2,772,-88.1364500299615,40.3121206459182,0.0037184966985102518,0.010699508279371215
A-Injury,turning,clear,daylight,unknown,stop sign/flasher,mahomet,2006,0,2,773,-88.3988800322628,40.1962385492857,0.0007341713714455737,0.007831077285092764
A-Injury,turning,clear,darkness,dry,traffic signal,savoy,2006,0,4,774,-88.2539840074589,40.0394179842104,0.0023819131419036666,0.003949295866960339
A-Injury,angle,clear,daylight,dry,lane use marking,rantoul,2006,0,1,775,-88.1340977480085,40.3121529795325,0.0037452465919948336,0.010700308633732327
A-Injury,sideswipe opposite,clear,darkness,dry,no controls,savoy,2006,0,2,776,-88.2593822715246,40.0545570687997,0.0023205246724749035,0.004324033818057911
A-Injury,turning,rain,daylight,wet,traffic signal,savoy,2006,0,2,777,-88.2491696186099,40.0690010867595,0.0024366618461311245,0.004681566776140205
A-Injury,angle,clear,daylight,dry,traffic signal,rantoul,2006,0,3,778,-88.1558295795132,40.3119906100924,0.0034981145773843123,0.010696289500941033
A-Injury,angle,clear,daylight,dry,traffic signal,savoy,2006,0,2,779,-88.2514198065387,40.0544697517596,0.002411072954740236,0.0043218724582668455
A-Injury,turning,clear,daylight,dry,no controls,st. joseph,2006,0,1,780,-88.034559822623,40.1132312470343,0.004877181009273784,0.0057763964892795375
A-Injury,fixed object,clear,darkness,dry,traffic signal,rantoul,2006,0,3,781,-88.136450743661,40.3121208508127,0.0037184885823974036,0.010699513351127295
A-Injury,fixed object,rain,darkness,wet,lane use marking,thomasboro,2006,0,2,782,-88.1831389304969,40.2433764879171,0.003187555620360862,0.008997883272436016
A-Injury,rear end,clear,daylight,dry,traffic signal,savoy,2006,0,3,783,-88.2514165223406,40.0544690252705,0.002411110302282384,0.004321854475473067
A-Injury,turning,clear,daylight,dry,traffic signal,savoy,2006,0,1,784,-88.2562017020055,40.0247799705583,0.002356693761706743,0.0035869609310683593
A-Injury,turning,clear,daylight,dry,no controls,mahomet,2006,0,1,785,-88.4125299657165,40.2027133743286,0.000578945818873754,0.007991348710751262
A-Injury,pedestrian,clear,daylight,dry,no controls,mahomet,2006,0,1,786,-88.4009010478584,40.1943320051464,0.0007111886028007615,0.007783884574052346
A-Injury,parked motor vehicle,clear,daylight,dry,no controls,champaign,2000,0,1,279,-88.2317145548112,40.1126998785107,0.002635158925440527,0.005763243517537052
A-Injury,pedestrian,clear,darkness,dry,no controls,urbana,2000,0,1,280,-88.2042352705419,40.1177043205374,0.002947650345230029,0.005887118533916572
A-Injury,rear end,clear,dusk,dry,no controls,urbana,2005,0,1,662,-88.1982451483339,40.1293354489219,0.0030157693608181763,0.006175024000990921
A-Injury,overturned,clear,darkness,dry,no controls,unincorporated,1999,0,1,418,-88.1046130867608,40.1206716516421,0.0040805429397820355,0.005960568918042765
A-Injury,turning,snow,daylight,snow or slush,no controls,thomasboro,1999,0,5,419,-88.1831311389881,40.240117966673,0.003187644224547969,0.008917225055129758
A-Injury,fixed object,unknown,daylight,unknown,other warning sign,rantoul,2006,0,1,787,-88.1461903373209,40.2831617500046,0.0036077309869255603,0.009982688364884524
A-Injury,fixed object,clear,"darkness, lighted road",dry,other regualtory sig,philo,2006,0,1,788,-88.1613709450413,40.0110498952183,0.0034350987737527825,0.0032471002036262796
A-Injury,overturned,clear,daylight,ice,lane use marking,rantoul,2006,0,1,789,-88.1861770608796,40.3098804110022,0.0031530063334328246,0.010644055716341543
A-Injury,turning,clear,daylight,dry,no controls,rantoul,2006,0,2,791,-88.1364527554203,40.312122415874,0.0037184657048904266,0.010699552091109414
A-Injury,fixed object,clear,darkness,dry,no controls,mahomet,2006,0,1,792,-88.396936,40.196067,0.0007562786940368367,0.00782683092346783
A-Injury,rear end,clear,daylight,dry,stop sign/flasher,pesotum,2006,0,1,793,-88.2785679671536,39.9061080988442,0.0021023470369877176,0.0006494745991348411
A-Injury,fixed object,clear,darkness,dry,no controls,unincorporated,2006,0,1,794,-88.3845586185479,40.2815807898722,0.0008970329242175203,0.009943554838858679
A-Injury,overturned,clear,daylight,dry,no controls,unincorporated,2006,0,1,795,-88.3500499160574,40.0530632502688,0.0012894621203591078,0.004287057309189073
A-Injury,overturned,clear,darkness,dry,no controls,unincorporated,2006,0,3,796,-88.3336376135139,40.1415824116553,0.001476101032550945,0.0064781732234429935
A-Injury,angle,rain,daylight,wet,stop sign/flasher,unincorporated,2006,0,1,797,-88.2892422041555,40.2455637498166,0.001980960779500024,0.009052024593722502
A-Injury,overturned,clear,daylight,dry,no controls,unincorporated,2006,0,1,798,-88.289351048166,40.256558380383,0.0019797230172991327,0.00932417482230632
