crash_severity,collision_type,weather,light,road_surface,traffic_control,city,year,fatality,injury,id,Geometry,point,x,y
A-Injury,Other Object,Clear,Daylight,Dry,Stop Sign/Flasher,Unincorporated,2017,0,3,4246,POINT (-88.2902000008158 40.35499999862),POINT,-88.2902000008158,40.35499999862
A-Injury,Turning,Clear,Daylight,Ice,Stop Sign/Flasher,Unincorporated,2017,0,2,4247,POINT (-88.4230545325764 40.3108816795998),POINT,-88.4230545325764,40.3108816795998
A-Injury,Rear End,Clear,Daylight,Dry,No Controls,Urbana,2017,0,1,4248,POINT (-88.1905000012864 40.0876999990885),POINT,-88.1905000012864,40.0876999990885
A-Injury,Pedestrian,Clear,Daylight,Dry,Traffic Signal,Champaign,2017,0,1,4249,POINT (-88.2289300019827 40.1163999978894),POINT,-88.2289300019827,40.1163999978894
A-Injury,Turning,Clear,"Darkness, Lighted Road",Dry,Stop Sign/Flasher,Champaign,2017,0,4,4250,POINT (-88.2766000014897 40.1065999993232),POINT,-88.2766000014897,40.1065999993232
A-Injury,Angle,Clear,Daylight,Dry,Stop Sign/Flasher,Unincorporated,2017,0,2,4251,POINT (-88.2091900315803 40.0691199975197),POINT,-88.2091900315803,40.0691199975197
A-Injury,Other Object,Clear,Daylight,Dry,Stop Sign/Flasher,Tolono,2017,0,3,4253,POINT (-88.2379000010851 40.0103999988507),POINT,-88.2379000010851,40.0103999988507
A-Injury,Angle,Clear,Daylight,Dry,No Controls,Unincorporated,2017,0,3,4255,POINT (-88.0209050120218 40.2396003267284),POINT,-88.0209050120218,40.2396003267284
A-Injury,Turning,Clear,Daylight,Dry,No Controls,Champaign,2017,0,1,4256,POINT (-88.2747000011149 40.1162999992762),POINT,-88.2747000011149,40.1162999992762
A-Injury,Fixed Object,Rain,"Darkness, Lighted Road",Wet,No Controls,Champaign,2017,0,2,4257,POINT (-88.2783000011695 40.0687999993485),POINT,-88.2783000011695,40.0687999993485
A-Injury,Head On,Clear,Daylight,Dry,Traffic Signal,Champaign,2017,0,3,4258,POINT (-88.2769000010503 40.1274999991577),POINT,-88.2769000010503,40.1274999991577
A-Injury,Overturned,Severe Cross Wind,Daylight,Dry,No Controls,Tolono,2017,0,1,4259,POINT (-88.2838000008069 39.9668999989661),POINT,-88.2838000008069,39.9668999989661
A-Injury,Rear End,Clear,Daylight,Dry,No Controls,Urbana,2017,0,1,4260,POINT (-88.1906600016433 40.1420099980606),POINT,-88.1906600016433,40.1420099980606
A-Injury,Angle,Cloudy/Overcast,Daylight,Dry,Stop Sign/Flasher,Urbana,2017,0,4,4262,POINT (-88.2256900014772 40.1163999974286),POINT,-88.2256900014772,40.1163999974286
A-Injury,Fixed Object,Clear,Darkness,Dry,Stop Sign/Flasher,Unincorporated,2017,0,1,4266,POINT (-88.1373000006825 40.3590999991705),POINT,-88.1373000006825,40.3590999991705
A-Injury,Angle,Clear,Daylight,Dry,Traffic Signal,Urbana,2017,0,2,4267,POINT (-88.2090200022449 40.1165099978658),POINT,-88.2090200022449,40.1165099978658
A-Injury,Rear End,Rain,Daylight,Wet,No Controls,Urbana,2017,0,2,4268,POINT (-88.2277000009954 40.1274999991495),POINT,-88.2277000009954,40.1274999991495
A-Injury,Angle,Clear,Daylight,Dry,Stop Sign/Flasher,Unincorporated,2017,0,2,4271,POINT (-88.2329300007954 40.3115899993534),POINT,-88.2329300007954,40.3115899993534
A-Injury,Fixed Object,Clear,Daylight,Dry,No Controls,Rantoul,2017,0,1,4272,POINT (-88.1582290005961 40.3081889991685),POINT,-88.1582290005961,40.3081889991685
A-Injury,Sideswipe same direction,Clear,Daylight,Dry,Other Regualtory Sign,Unincorporated,2004,0,3,556,POINT (-88.1064875376479 40.1206652719281),POINT,-88.1064875376479,40.1206652719281
A-Injury,Overturned,Severe Cross Wind,Daylight,Dry,No Controls,Champaign,2017,0,1,4273,POINT (-88.3594000010832 40.1274999990116),POINT,-88.3594000010832,40.1274999990116
A-Injury,Overturned,Clear,Daylight,Dry,Lane Use Marking,Unincorporated,2017,0,1,4275,POINT (-88.1759880013065 40.2697499989853),POINT,-88.1759880013065,40.2697499989853
A-Injury,Rear End,Clear,Daylight,Dry,Lane Use Marking,Unincorporated,2017,0,2,4276,POINT (-88.1612410013214 39.9610409991438),POINT,-88.1612410013214,39.9610409991438
A-Injury,Rear End,Clear,Daylight,Dry,Lane Use Marking,Unincorporated,2017,0,1,4277,POINT (-88.1588330005604 40.3495919987948),POINT,-88.1588330005604,40.3495919987948
A-Injury,Turning,Clear,Daylight,Dry,Stop Sign/Flasher,Unincorporated,2017,0,3,4278,POINT (-88.3848400004246 40.3254099990214),POINT,-88.3848400004246,40.3254099990214
A-Injury,Rear End,Clear,Daylight,Dry,Other Warning Sign,Champaign,2017,0,1,4279,POINT (-88.2698600004037 40.1371599994992),POINT,-88.2698600004037,40.1371599994992
A-Injury,Angle,Clear,Daylight,Dry,Stop Sign/Flasher,Urbana,2017,0,2,4280,POINT (-88.1629000012376 40.1493999991251),POINT,-88.1629000012376,40.1493999991251
A-Injury,Turning,Clear,Daylight,Dry,Traffic Signal,Urbana,2017,0,1,4283,POINT (-88.1994314804257 40.1273899980592),POINT,-88.1994314804257,40.1273899980592
A-Injury,Rear End,Clear,Daylight,Dry,No Controls,Urbana,2017,0,1,4285,POINT (-88.1627000007434 40.1104999989548),POINT,-88.1627000007434,40.1104999989548
A-Injury,Turning,Clear,Daylight,Dry,No Controls,Urbana,2017,0,1,4286,POINT (-88.198800001084 40.127499999432),POINT,-88.198800001084,40.127499999432
A-Injury,Pedalcyclist,Clear,Daylight,Dry,Lane Use Marking,Unincorporated,2017,0,1,4288,POINT (-87.9585560012384 40.0842939992593),POINT,-87.9585560012384,40.0842939992593
A-Injury,Turning,Clear,Daylight,Dry,Traffic Signal,Champaign,2017,0,2,4289,POINT (-88.2578000011747 40.1162999992739),POINT,-88.2578000011747,40.1162999992739
A-Injury,Fixed Object,Cloudy/Overcast,Daylight,Dry,No Controls,Savoy,2017,0,1,4290,POINT (-88.251600001287 40.0514999994851),POINT,-88.251600001287,40.0514999994851
A-Injury,Head On,Clear,Daylight,Dry,Lane Use Marking,Unincorporated,2017,0,5,4291,POINT (-88.1616190012989 40.0356329993982),POINT,-88.1616190012989,40.0356329993982
A-Injury,Fixed Object,Clear,Daylight,Dry,No Controls,Unincorporated,2017,0,1,4293,POINT (-88.3806000006737 40.1282999987448),POINT,-88.3806000006737,40.1282999987448
A-Injury,Sideswipe Opposite Direction,Clear,Daylight,Dry,No Controls,Rantoul,2017,0,1,4294,POINT (-88.1275280856221 40.3121800079479),POINT,-88.1275280856221,40.3121800079479
A-Injury,Fixed Object,Clear,Daylight,Dry,No Controls,Urbana,2017,0,1,4295,POINT (-88.1901000013351 40.0545999991929),POINT,-88.1901000013351,40.0545999991929
A-Injury,Head On,Clear,Daylight,Dry,No Controls,Unincorporated,2017,0,1,4297,POINT (-88.0665000006531 40.0103999989023),POINT,-88.0665000006531,40.0103999989023
A-Injury,Turning,Clear,Daylight,Dry,No Controls,Unincorporated,2017,0,1,4299,POINT (-88.2698400180198 40.2237510384162),POINT,-88.2698400180198,40.2237510384162
A-Injury,Rear End,Clear,Darkness,Dry,No Controls,Champaign,2017,0,2,4300,POINT (-88.2994000008749 40.0985999990457),POINT,-88.2994000008749,40.0985999990457
A-Injury,Fixed Object,Clear,Daylight,Dry,No Controls,Unincorporated,2017,0,2,4301,POINT (-88.1450000009711 40.122699999044),POINT,-88.1450000009711,40.122699999044
A-Injury,Angle,Clear,Daylight,Dry,Stop Sign/Flasher,Urbana,2017,0,1,4302,POINT (-88.227200000954 40.1221999994161),POINT,-88.227200000954,40.1221999994161
A-Injury,Pedestrian,Clear,Daylight,Dry,No Controls,Champaign,2017,0,1,4304,POINT (-88.2641000014112 40.1280999995),POINT,-88.2641000014112,40.1280999995
A-Injury,Pedestrian,Clear,"Darkness, Lighted Road",Dry,Traffic Signal,Champaign,2017,0,2,4305,POINT (-88.286060001989 40.1129099976613),POINT,-88.286060001989,40.1129099976613
A-Injury,Rear End,Rain,Daylight,Wet,Lane Use Marking,Unincorporated,2017,0,1,4308,POINT (-88.1605300009251 39.8944999994672),POINT,-88.1605300009251,39.8944999994672
A-Injury,Turning,Rain,"Darkness, Lighted Road",Wet,Stop Sign/Flasher,Champaign,2017,0,4,4309,POINT (-88.2579500017882 40.1258599980425),POINT,-88.2579500017882,40.1258599980425
A-Injury,Sideswipe Same Direction,Clear,Darkness,Dry,Lane Use Marking,Unincorporated,2017,0,2,4310,POINT (-88.1453210010961 40.1205089987938),POINT,-88.1453210010961,40.1205089987938
A-Injury,Rear End,Clear,Daylight,Dry,Lane Use Marking,Unincorporated,2017,0,1,4311,POINT (-87.963322001469 40.1199589993278),POINT,-87.963322001469,40.1199589993278
A-Injury,Angle,Clear,Daylight,Dry,Traffic Signal,Champaign,2017,0,1,4312,POINT (-88.2438000006458 40.1026999992685),POINT,-88.2438000006458,40.1026999992685
A-Injury,Turning,Clear,"Darkness, Lighted Road",Dry,Traffic Signal,Urbana,2017,0,2,4313,POINT (-88.1978064254753 40.1302732568083),POINT,-88.1978064254753,40.1302732568083
A-Injury,Angle,Clear,Daylight,Dry,Traffic Signal,Champaign,2017,0,8,4314,POINT (-88.2437000015213 40.1378999988415),POINT,-88.2437000015213,40.1378999988415
A-Injury,Overturned,Clear,Darkness,Dry,Lane Use Marking,Unincorporated,2017,0,2,4316,POINT (-88.3025300004091 40.0809999994905),POINT,-88.3025300004091,40.0809999994905
A-Injury,Turning,Clear,"Darkness, Lighted Road",Dry,No Controls,Urbana,2017,0,1,4318,POINT (-88.2194000010688 40.1299999993202),POINT,-88.2194000010688,40.1299999993202
A-Injury,Fixed Object,Clear,"Darkness, Lighted Road",Dry,Lane Use Marking,Champaign,2017,0,1,4320,POINT (-88.2409340015073 40.1347959993227),POINT,-88.2409340015073,40.1347959993227
A-Injury,Rear End,Clear,Daylight,Dry,Traffic Signal,Champaign,2017,0,1,4321,POINT (-88.2469000010192 40.1124999988605),POINT,-88.2469000010192,40.1124999988605
A-Injury,Turning,Clear,"Darkness, Lighted Road",Dry,No Controls,Champaign,2017,0,1,4323,POINT (-88.2834000006854 40.1091999988309),POINT,-88.2834000006854,40.1091999988309
A-Injury,Rear end,Clear,Darkness,Dry,Lane Use Marking,Unincorporated,2004,0,1,557,POINT (-88.0026967243461 40.1200480276938),POINT,-88.0026967243461,40.1200480276938
A-Injury,Angle,Clear,Daylight,Dry,Traffic Signal,Rantoul,2005,0,1,558,POINT (-88.1478055669284 40.3082350946173),POINT,-88.1478055669284,40.3082350946173
A-Injury,Fixed Object,Clear,Darkness,Dry,Lane Use Marking,Unincorporated,2017,0,5,4325,POINT (-88.054852000768 40.1203649986545),POINT,-88.054852000768,40.1203649986545
A-Injury,Turning,Clear,Daylight,Dry,Traffic Signal,Savoy,2017,0,3,4326,POINT (-88.251800000753 40.0517999987307),POINT,-88.251800000753,40.0517999987307
A-Injury,Rear End,Clear,Daylight,Dry,Lane Use Marking,Mahomet,2017,0,3,4327,POINT (-88.3641491245681 40.1870343609248),POINT,-88.3641491245681,40.1870343609248
A-Injury,Turning,Clear,Daylight,Dry,Traffic Signal,Urbana,2017,0,2,4329,POINT (-88.2050000015343 40.1162999994811),POINT,-88.2050000015343,40.1162999994811
A-Injury,Angle,Clear,Daylight,Dry,No Controls,Rantoul,2017,0,3,4331,POINT (-88.2520000004898 40.3259999993287),POINT,-88.2520000004898,40.3259999993287
A-Injury,Rear End,Rain,Daylight,Wet,Lane Use Marking,Unincorporated,2017,0,3,4333,POINT (-87.9493130012578 40.1199409993678),POINT,-87.9493130012578,40.1199409993678
A-Injury,Pedalcyclist,Clear,Daylight,Dry,Stop Sign/Flasher,Champaign,2017,0,1,4334,POINT (-88.3080400013899 40.0840704421074),POINT,-88.3080400013899,40.0840704421074
A-Injury,Turning,Clear,Daylight,Dry,Traffic Signal,Urbana,2017,0,1,4335,POINT (-88.2194000008491 40.1199999989199),POINT,-88.2194000008491,40.1199999989199
A-Injury,Overturned,Clear,Darkness,Dry,Lane Use Marking,Unincorporated,2017,0,1,4336,POINT (-88.4536490011309 40.1204619989534),POINT,-88.4536490011309,40.1204619989534
A-Injury,Other Non-Collision,Clear,Daylight,Dry,No Controls,Unincorporated,2017,0,2,4337,POINT (-87.9608000006782 40.2107999990369),POINT,-87.9608000006782,40.2107999990369
A-Injury,Angle,Clear,Dawn,Dry,Stop Sign/Flasher,Champaign,2017,0,1,4339,POINT (-88.294900000873 40.0547999995807),POINT,-88.294900000873,40.0547999995807
A-Injury,Rear End,Clear,Daylight,Dry,No Controls,Champaign,2017,0,1,4340,POINT (-88.2614000004641 40.0980999994378),POINT,-88.2614000004641,40.0980999994378
A-Injury,Angle,Clear,Daylight,Dry,Stop Sign/Flasher,Champaign,2017,0,1,4341,POINT (-88.2516700069038 40.1090106022992),POINT,-88.2516700069038,40.1090106022992
A-Injury,Turning,Clear,Daylight,Dry,Traffic Signal,Urbana,2017,0,2,4344,POINT (-88.197700001397 40.130199998916),POINT,-88.197700001397,40.130199998916
A-Injury,Rear End,Clear,Daylight,Dry,No Controls,Urbana,2017,0,1,4347,POINT (-88.1758000012558 40.1129999990458),POINT,-88.1758000012558,40.1129999990458
A-Injury,Pedestrian,Clear,Daylight,Dry,Lane Use Marking,Champaign,2017,0,3,4348,POINT (-88.2763000013301 40.0877999988161),POINT,-88.2763000013301,40.0877999988161
A-Injury,Fixed Object,Rain,Daylight,Wet,Lane Use Marking,Unincorporated,2017,0,1,4349,POINT (-88.1966550009361 40.2394719990325),POINT,-88.1966550009361,40.2394719990325
A-Injury,Other Non-Collision,Clear,Daylight,Dry,Lane Use Marking,Urbana,2017,0,1,4350,POINT (-88.1940570005737 40.1335199992634),POINT,-88.1940570005737,40.1335199992634
A-Injury,Angle,Clear,Daylight,Dry,Traffic Signal,Urbana,2017,0,2,4351,POINT (-88.2050000015343 40.1162999994811),POINT,-88.2050000015343,40.1162999994811
A-Injury,Head On,Clear,Daylight,Dry,Lane Use Marking,Unincorporated,2017,0,4,4353,POINT (-88.3122249546222 40.1589143213951),POINT,-88.3122249546222,40.1589143213951
A-Injury,Sideswipe Same Direction,Clear,Daylight,Dry,Traffic Signal,Urbana,2017,0,1,4354,POINT (-88.1908000006638 40.1418999989082),POINT,-88.1908000006638,40.1418999989082
A-Injury,Angle,Clear,Daylight,Dry,Stop Sign/Flasher,Urbana,2017,0,3,4355,POINT (-88.1955000012782 40.1076999991793),POINT,-88.1955000012782,40.1076999991793
A-Injury,Rear End,Clear,Daylight,Dry,No Controls,Urbana,2017,0,1,4360,POINT (-88.197700001397 40.130199998916),POINT,-88.197700001397,40.130199998916
A-Injury,Rear End,Cloudy/Overcast,Daylight,Wet,No Controls,Urbana,2017,0,1,4362,POINT (-88.1994000005041 40.1274999990039),POINT,-88.1994000005041,40.1274999990039
A-Injury,Rear End,Clear,Daylight,Dry,No Controls,Champaign,2017,0,1,4363,POINT (-88.2575299478117 40.0864533929505),POINT,-88.2575299478117,40.0864533929505
A-Injury,Rear End,Clear,"Darkness, Lighted Road",Dry,Stop Sign/Flasher,Champaign,2017,0,1,4364,POINT (-88.2764000014397 40.0895999991173),POINT,-88.2764000014397,40.0895999991173
A-Injury,Angle,Clear,"Darkness, Lighted Road",Dry,Traffic Signal,Champaign,2017,0,1,4367,POINT (-88.2770000011894 40.118399999335),POINT,-88.2770000011894,40.118399999335
A-Injury,Angle,Rain,Daylight,Wet,Stop Sign/Flasher,Unincorporated,2017,0,2,4368,POINT (-88.0096000009126 40.1861999988771),POINT,-88.0096000009126,40.1861999988771
A-Injury,Angle,Clear,Daylight,Dry,No Controls,Ludlow,2017,0,2,4369,POINT (-88.1750000007814 40.3704999987354),POINT,-88.1750000007814,40.3704999987354
A-Injury,Fixed Object,Clear,Dusk,Dry,No Controls,Broadlands,2017,0,3,4370,POINT (-87.9949000010716 39.9059999993316),POINT,-87.9949000010716,39.9059999993316
A-Injury,Rear End,Clear,Darkness,Dry,Lane Use Marking,Unincorporated,2017,0,1,4371,POINT (-88.3036670010617 39.9756809995108),POINT,-88.3036670010617,39.9756809995108
A-Injury,Head On,Clear,"Darkness, Lighted Road",Dry,No Controls,Champaign,2017,0,2,4372,POINT (-88.2680000009154 40.1162999989302),POINT,-88.2680000009154,40.1162999989302
A-Injury,Angle,Clear,Daylight,Dry,Stop Sign/Flasher,Champaign,2017,0,1,4373,POINT (-88.2468000003876 40.1152999995484),POINT,-88.2468000003876,40.1152999995484
A-Injury,Turning,Clear,Dusk,Dry,No Controls,Rantoul,2017,0,1,4374,POINT (-88.1722700006987 40.3083389990812),POINT,-88.1722700006987,40.3083389990812
A-Injury,Fixed Object,Clear,Daylight,Dry,Traffic Signal,Urbana,2017,0,1,4376,POINT (-88.1905000011409 40.0859999990966),POINT,-88.1905000011409,40.0859999990966
A-Injury,Sideswipe Same Direction,Clear,Darkness,Dry,Lane Use Marking,Rantoul,2017,0,1,4378,POINT (-88.1841810010896 40.3101749991475),POINT,-88.1841810010896,40.3101749991475
A-Injury,Overturned,Clear,Daylight,Dry,No Controls,Unincorporated,2017,0,1,4379,POINT (-88.0474000005667 40.1422999990399),POINT,-88.0474000005667,40.1422999990399
A-Injury,Head On,Clear,Daylight,Other,Other Regualtory Sig,Rantoul,2017,0,3,4380,POINT (-88.16141100049 40.3024719987248),POINT,-88.16141100049,40.3024719987248
A-Injury,Rear End,Fog/Smoke/Haze,Darkness,Wet,No Controls,Unincorporated,2017,0,1,4381,POINT (-88.0786000007129 40.3853999993789),POINT,-88.0786000007129,40.3853999993789
A-Injury,Pedestrian,Clear,Dusk,Wet,Other,Champaign,2017,0,1,4383,POINT (-88.2418000009351 40.116299999518),POINT,-88.2418000009351,40.116299999518
A-Injury,Rear End,Clear,"Darkness, Lighted Road",Dry,Traffic Signal,Champaign,2017,0,2,4384,POINT (-88.2436000011352 40.1369999991362),POINT,-88.2436000011352,40.1369999991362
A-Injury,Turning,Clear,Daylight,Dry,Traffic Signal,Urbana,2017,0,1,4385,POINT (-88.196546650908 40.1323976413597),POINT,-88.196546650908,40.1323976413597
A-Injury,Fixed Object,Clear,"Darkness, Lighted Road",Dry,No Controls,Urbana,2017,0,1,4386,POINT (-88.2047000004746 40.0886999989278),POINT,-88.2047000004746,40.0886999989278
A-Injury,Fixed Object,Clear,Darkness,Wet,Lane Use Marking,Unincorporated,2017,0,1,4387,POINT (-88.3040130009148 40.0277379991038),POINT,-88.3040130009148,40.0277379991038
A-Injury,Angle,Clear,"Darkness, Lighted Road",Dry,Stop Sign/Flasher,Champaign,2017,0,1,4388,POINT (-88.2861104003803 40.1145502405869),POINT,-88.2861104003803,40.1145502405869
A-Injury,Head On,Clear,Daylight,Dry,Traffic Signal,Champaign,2017,0,3,4389,POINT (-88.314500001185 40.1131999990939),POINT,-88.314500001185,40.1131999990939
A-Injury,Turning,Clear,Daylight,Dry,Traffic Signal,Champaign,2017,0,1,4390,POINT (-88.276300001216 40.0835999987868),POINT,-88.276300001216,40.0835999987868
A-Injury,Fixed Object,Clear,"Darkness, Lighted Road",Dry,Lane Use Marking,Rantoul,2017,0,1,4391,POINT (-88.1841231717489 40.3060514691572),POINT,-88.1841231717489,40.3060514691572
A-Injury,Pedestrian,Clear,"Darkness, Lighted Road",Dry,Traffic Signal,Champaign,2017,0,1,4392,POINT (-88.2506000011391 40.1419999988041),POINT,-88.2506000011391,40.1419999988041
A-Injury,Sideswipe Same Direction,Clear,Dusk,Dry,Lane Use Marking,Urbana,2017,0,1,4394,POINT (-88.2097480011802 40.1352169993808),POINT,-88.2097480011802,40.1352169993808
A-Injury,Rear End,Clear,Daylight,Snow or Slush,Stop Sign/Flasher,Champaign,2017,0,2,4395,POINT (-88.2860000009772 40.1092999990456),POINT,-88.2860000009772,40.1092999990456
A-Injury,Fixed Object,Clear,"Darkness, Lighted Road",Dry,Traffic Signal,Urbana,2017,0,1,4399,POINT (-88.2195500026812 40.1324400592783),POINT,-88.2195500026812,40.1324400592783
A-Injury,Rear End,Clear,Daylight,Dry,Traffic Signal,Unincorporated,2017,0,1,4400,POINT (-88.2188500023665 40.0835199979596),POINT,-88.2188500023665,40.0835199979596
A-Injury,Rear End,Clear,Daylight,Dry,Other Regualtory Sig,Champaign,2017,0,1,4401,POINT (-88.2682326549885 40.1371357255612),POINT,-88.2682326549885,40.1371357255612
A-Injury,Pedestrian,Cloudy/Overcast,"Darkness, Lighted Road",Wet,Stop Sign/Flasher,Champaign,2017,0,1,4402,POINT (-88.2426197870162 40.1102414466044),POINT,-88.2426197870162,40.1102414466044
A-Injury,Rear End,Clear,Daylight,Dry,Lane Use Marking,St Joseph,2017,0,1,4407,POINT (-88.0569092492125 40.1133296464243),POINT,-88.0569092492125,40.1133296464243
A-Injury,Pedalcyclist,Rain,Daylight,Dry,Stop Sign/Flasher,Urbana,2017,0,1,4408,POINT (-88.2255000009483 40.1143999992681),POINT,-88.2255000009483,40.1143999992681
A-Injury,Pedalcyclist,Clear,Daylight,Dry,Stop Sign/Flasher,Urbana,2017,0,1,4410,POINT (-88.1844000014676 40.1088999994331),POINT,-88.1844000014676,40.1088999994331
A-Injury,Pedestrian,Clear,Daylight,Dry,No Controls,Unincorporated,2017,0,1,4411,POINT (-88.1762205553182 40.1086999987235),POINT,-88.1762205553182,40.1086999987235
A-Injury,Pedalcyclist,Clear,Daylight,Dry,Traffic Signal,Urbana,2017,0,1,4415,POINT (-88.223800001288 40.1104999994935),POINT,-88.223800001288,40.1104999994935
A-Injury,Pedestrian,Clear,Daylight,Dry,No Controls,Champaign,2017,0,1,4419,POINT (-88.2531000008692 40.1287999992049),POINT,-88.2531000008692,40.1287999992049
A-Injury,Pedestrian,Clear,Daylight,Dry,Other RR Crossing,Champaign,2017,0,1,4421,POINT (-88.2579000009776 40.1270999990102),POINT,-88.2579000009776,40.1270999990102
A-Injury,Pedestrian,Clear,Daylight,Dry,No Controls,Champaign,2017,0,1,4424,POINT (-88.2769000013547 40.1273999990717),POINT,-88.2769000013547,40.1273999990717
A-Injury,Rear end,Clear,Darkness,Dry,No Controls,Unincorporated,1999,0,2,438,POINT (-88.1438656026362 40.1204479244404),POINT,-88.1438656026362,40.1204479244404
A-Injury,Other Object,Clear,Daylight,Dry,No Controls,Urbana,2017,0,1,4432,POINT (-88.2050000014075 40.1101999994758),POINT,-88.2050000014075,40.1101999994758
A-Injury,Pedestrian,Rain,Daylight,Wet,No Controls,Champaign,2017,0,1,4433,POINT (-88.2452000008732 40.1172999989944),POINT,-88.2452000008732,40.1172999989944
A-Injury,Pedestrian,Clear,"Darkness, Lighted Road",Dry,No Controls,Champaign,2017,0,1,4438,POINT (-88.2320000009469 40.1101999987909),POINT,-88.2320000009469,40.1101999987909
A-Injury,Pedestrian,Clear,"Darkness, Lighted Road",Dry,Traffic Signal,Champaign,2017,0,1,4439,POINT (-88.2467000007648 40.1100999991803),POINT,-88.2467000007648,40.1100999991803
A-Injury,Overturned,Clear,Daylight,Dry,Lane Use Marking,Unincorporated,2005,0,2,559,POINT (-88.2508771565958 40.1757794991498),POINT,-88.2508771565958,40.1757794991498
A-Injury,Overturned,Clear,Daylight,Dry,Lane Use Marking,Unincorporated,2005,0,1,560,POINT (-88.3094996141845 40.1677441193152),POINT,-88.3094996141845,40.1677441193152
A-Injury,Rear end,Clear,Darkness,Dry,Lane Use Marking,Unincorporated,2005,0,6,562,POINT (-88.212596244616 40.2135869723444),POINT,-88.212596244616,40.2135869723444
A-Injury,Rear end,Clear,Daylight,Dry,Traffic signal,Rantoul,2003,0,2,86,POINT (-88.128298565546 40.3121620503356),POINT,-88.128298565546,40.3121620503356
A-Injury,Fixed object,Rain,Daylight,Wet,Lane Use Marking,Unincorporated,2005,0,1,563,POINT (-88.3036112775043 39.9851580517663),POINT,-88.3036112775043,39.9851580517663
A-Injury,Rear end,Fog/Smoke/Haze,Darkness,Other,Traffic Signal,Savoy,2005,0,1,565,POINT (-88.256039340489 40.0247509084422),POINT,-88.256039340489,40.0247509084422
A-Injury,Overturned,Snow,Daylight,ICE,Lane Use Marking,Champaign,2005,0,1,567,POINT (-88.3048813748671 40.1050985836768),POINT,-88.3048813748671,40.1050985836768
A-Injury,Overturned,Clear,Darkness,Dry,Lane Use Marking,Unincorporated,2005,0,2,568,POINT (-88.3039118954315 40.0142884273253),POINT,-88.3039118954315,40.0142884273253
A-Injury,Other non collision,Clear,Daylight,Dry,No Controls,Homer,2005,0,1,569,POINT (-87.9541826382369 40.0362260308369),POINT,-87.9541826382369,40.0362260308369
A-Injury,Pedalcyclist,Clear,Dusk,Dry,No Controls,Unincorporated,2005,0,1,570,POINT (-88.3090279486586 39.9672169276319),POINT,-88.3090279486586,39.9672169276319
A-Injury,Overturned,Clear,Daylight,Dry,Lane Use Marking,Champaign,2005,0,1,571,POINT (-88.3068483560142 40.1184100721679),POINT,-88.3068483560142,40.1184100721679
A-Injury,Angle,Clear,Daylight,Dry,No Controls,Rantoul,2005,0,4,572,POINT (-88.1331167374213 40.3033881844067),POINT,-88.1331167374213,40.3033881844067
A-Injury,Other object,Clear,Daylight,Dry,Other Warning Sign,Unincorporated,2005,0,1,573,POINT (-87.9585017354662 40.0760914438518),POINT,-87.9585017354662,40.0760914438518
A-Injury,Rear end,Clear,Daylight,Dry,Lane Use Marking,Urbana,2005,0,1,574,POINT (-88.2234489354209 40.1349902109795),POINT,-88.2234489354209,40.1349902109795
A-Injury,Overturned,Clear,Daylight,Dry,Lane Use Marking,Unincorporated,2005,0,1,575,POINT (-88.0689906480804 40.1205707862422),POINT,-88.0689906480804,40.1205707862422
A-Injury,Angle,Clear,Darkness,Dry,Stop Sign/Flasher,Savoy,2005,0,1,576,POINT (-88.2383950822982 40.0689298556151),POINT,-88.2383950822982,40.0689298556151
A-Injury,Fixed object,Rain,"Darkness, lighted road",Wet,Other Warning Sign,Champaign,2005,0,2,577,POINT (-88.281099225403 40.1438210316968),POINT,-88.281099225403,40.1438210316968
A-Injury,Overturned,Fog/Smoke/Haze,Daylight,ICE,Lane Use Marking,Unincorporated,2005,0,1,578,POINT (-88.2614066921104 40.1657654380808),POINT,-88.2614066921104,40.1657654380808
A-Injury,Head on,Clear,Darkness,Dry,Lane Use Marking,Unincorporated,2005,0,2,579,POINT (-88.1767569101482 40.2677653861741),POINT,-88.1767569101482,40.2677653861741
A-Injury,Fixed object,Snow,Darkness,Snow or slush,Lane Use Marking,Unincorporated,2005,0,1,580,POINT (-88.0075548152345 40.1201157708666),POINT,-88.0075548152345,40.1201157708666
A-Injury,Rear end,Clear,Daylight,Dry,No Passing,Unincorporated,2005,0,3,581,POINT (-88.2930979362182 39.9156447292602),POINT,-88.2930979362182,39.9156447292602
A-Injury,Fixed object,Clear,Daylight,Dry,Lane Use Marking,Unincorporated,2005,0,2,582,POINT (-88.1866665990813 40.2640179807061),POINT,-88.1866665990813,40.2640179807061
A-Injury,Sideswipe same direction,Clear,Daylight,Dry,Lane Use Marking,Unincorporated,2005,0,2,583,POINT (-88.2952861449893 40.1558995950767),POINT,-88.2952861449893,40.1558995950767
A-Injury,Rear end,Clear,Daylight,Dry,Stop Sign/Flasher,Rantoul,2005,0,1,584,POINT (-88.1540779025566 40.3037497701703),POINT,-88.1540779025566,40.3037497701703
A-Injury,Parked motor vehicle,Clear,Daylight,Dry,No Controls,Rantoul,2005,0,2,585,POINT (-88.133233338142 40.3104314596223),POINT,-88.133233338142,40.3104314596223
A-Injury,Parked motor vehicle,Clear,Daylight,Dry,No Controls,Rantoul,2005,0,1,586,POINT (-88.1674650069481 40.307238565744),POINT,-88.1674650069481,40.307238565744
