"crash_severity","collision_type","weather","light","road_surface","traffic_control","city","year","fatality","injury","id","Geometry"
"A-Injury","Pedestrian","Clear","Darkness","Dry","No Controls","Urbana","2012","0","1","2020","POINT (-88.1735300120003 40.1058093910238)"
"A-Injury","Pedestrian","Clear","Daylight","Dry","Lane Use Marking","Mahomet","2012","0","1","2022","POINT (-88.3888229634812 40.1876164441801)"
"A-Injury","Pedestrian","Clear","Daylight","Dry","No Controls","Champaign","2000","0","1","312","POINT (-88.2587800995176 40.1126599665834)"
"A-Injury","Pedestrian","Clear","Daylight","Wet","Traffic Signal","Champaign","2012","0","1","2050","POINT (-88.2681887109867 40.1273085314534)"
"A-Injury","Pedestrian","Clear","Daylight","Dry","Traffic Signal","Urbana","2012","0","1","2053","POINT (-88.190699842529 40.0984099066275)"
"A-Injury","Pedestrian","Clear","Darkness, lighted road","Dry","Traffic Signal","Champaign","2012","0","1","2060","POINT (-88.2387099288848 40.1102299060727)"
"A-Injury","Pedestrian","Clear","Darkness, lighted road","Dry","Traffic Signal","Urbana","2012","0","1","2069","POINT (-88.2193802116011 40.1128301566526)"
"A-Injury","Pedestrian","Clear","Darkness, lighted road","Dry","Other Warning Sign","Urbana","2012","0","1","2086","POINT (-88.2279844500816 40.1041933366927)"
"A-Injury","Pedestrian","Clear","Darkness, lighted road","Dry","No Controls","Champaign","2012","0","1","2139","POINT (-88.2467002287022 40.1221500013215)"
"A-Injury","Pedestrian","Other","Dusk","Dry","No Controls","Rantoul","2011","0","1","1978","POINT (-88.1412232019493 40.3215817900836)"
"A-Injury","Pedestrian","Clear","Daylight","Dry","No Controls","Champaign","2012","0","1","2164","POINT (-88.2611211617437 40.1490807114509)"
"A-Injury","Pedestrian","Clear","Darkness","Dry","No Controls","Champaign","2012","0","1","2166","POINT (-88.2759080652741 40.1293906950236)"
"A-Injury","Pedestrian","Clear","Daylight","Dry","Stop Sign/Flasher","Champaign","2012","0","1","2173","POINT (-88.2386306632774 40.1026998943827)"
"A-Injury","Pedestrian","Clear","Daylight","Wet","No Controls","Champaign","2013","0","1","2175","POINT (-88.2763309331188 40.0982563461419)"
"A-Injury","Pedestrian","Rain","Darkness","Wet","Traffic Signal","Champaign","2013","0","1","2178","POINT (-88.2426396190591 40.1163709565319)"
"A-Injury","Pedestrian","Rain","Darkness, lighted road","Wet","Traffic Signal","Champaign","2013","0","1","2191","POINT (-88.2420810256713 40.117780249258)"
"A-Injury","Pedestrian","Clear","Daylight","Dry","No Controls","Urbana","2013","0","1","2196","POINT (-88.2094589963622 40.1045189611262)"
"A-Injury","Pedestrian","Clear","Daylight","Snow or Slush","Lane Use Marking","Unincorporated","2013","0","1","2200","POINT (-88.138874016939 40.3803089178262)"
"A-Injury","Pedestrian","Clear","Darkness","Dry","No Controls","Champaign","2013","0","1","2203","POINT (-88.2754900015208 40.1100463883892)"
"A-Injury","Pedestrian","Clear","Daylight","Dry","No Controls","Champaign","2013","0","1","2232","POINT (-88.2574098269763 40.0981499995507)"
"A-Injury","Pedestrian","Clear","Daylight","Dry","Traffic Signal","Champaign","2013","0","1","2234","POINT (-88.2304004486867 40.1091401141153)"
"A-Injury","Pedestrian","Clear","Darkness, lighted road","Dry","No Controls","Urbana","1999","0","1","456","POINT (-88.1996424824718 40.1269794842813)"
"A-Injury","Pedestrian","Clear","Darkness","Dry","Lane Use Marking","Champaign","2013","0","1","2293","POINT (-88.2725709900718 40.1128020697852)"
"A-Injury","Pedestrian","Clear","Daylight","Dry","Traffic Signal","Urbana","2013","0","1","2295","POINT (-88.224020000866 40.1164000001846)"
"A-Injury","Pedestrian","Clear","Daylight","Dry","Stop Sign/Flasher","Champaign","2014","0","1","2323","POINT (-88.2817423097205 40.0983400228863)"
"A-Injury","Pedestrian","Clear","Daylight","Dry","Lane Use Marking","Champaign","2014","0","1","2328","POINT (-88.2364062266332 40.1274013257951)"
"A-Injury","Pedestrian","Clear","Daylight","Dry","No Controls","Champaign","2014","0","1","2336","POINT (-88.2810781305 40.1032142712093)"
"A-Injury","Pedestrian","Clear","Daylight","Dry","No Controls","Champaign","2014","0","1","2339","POINT (-88.2665041629917 40.1272840491356)"
"A-Injury","Pedestrian","Clear","Darkness, lighted road","Wet","Lane Use Marking","Champaign","2014","0","1","2340","POINT (-88.2723295936388 40.0982399951714)"
"A-Injury","Pedestrian","Clear","Daylight","Dry","No Controls","Champaign","2014","0","1","2347","POINT (-88.2591100298971 40.1380791567567)"
"A-Injury","Pedestrian","Clear","Daylight","Dry","Traffic Signal","Champaign","2014","0","1","2356","POINT (-88.2468700014912 40.1271923425195)"
"A-Injury","Pedestrian","Clear","Daylight","Dry","No Controls","Unincorporated","2014","0","1","2364","POINT (-88.2747173122704 40.1416162683971)"
"A-Injury","Pedestrian","Rain","Darkness, lighted road","Wet","Traffic Signal","Unincorporated","2014","0","1","2369","POINT (-88.2384395116347 40.0833209774493)"
"A-Injury","Pedestrian","Clear","Daylight","Dry","Traffic Signal","Champaign","2014","0","1","2373","POINT (-88.2385191270673 40.0980400081864)"
"A-Injury","Pedestrian","Clear","Daylight","Dry","Other","Urbana","2014","0","1","2383","POINT (-88.2192200017682 40.1046400001537)"
"A-Injury","Pedestrian","Clear","Darkness","Wet","No Controls","Urbana","2014","0","1","2396","POINT (-88.1673017196158 40.1112616747752)"
"A-Injury","Pedestrian","Clear","Daylight","Dry","No Controls","Urbana","2014","0","1","2401","POINT (-88.2004125221565 40.1254302061287)"
"A-Injury","Pedestrian","Clear","Daylight","Dry","Traffic Signal","Urbana","2014","0","1","2406","POINT (-88.2128186612493 40.116489818325)"
"A-Injury","Pedestrian","Clear","Daylight","Dry","Traffic Signal","Urbana","2014","0","1","2412","POINT (-88.2156798712409 40.1164539514851)"
"A-Injury","Pedestrian","Clear","Daylight","Ice","Lane Use Marking","Unincorporated","2014","0","2","2418","POINT (-88.1394980734616 40.379045388431)"
"A-Injury","Pedestrian","Fog/Smoke/Haze","Darkness","Ice","Other Warning Sign","Unincorporated","2014","0","1","2429","POINT (-88.033639058355 40.2395730369882)"
"A-Injury","Pedestrian","Clear","Daylight","Dry","Stop Sign/Flasher","Urbana","2015","0","2","2492","POINT (-88.2191981155866 40.1037001924017)"
"A-Injury","Pedestrian","Clear","Daylight","Dry","No Controls","Urbana","2015","0","1","2504","POINT (-88.224260894264 40.1273999824244)"
"A-Injury","Pedestrian","Clear","Daylight","Dry","No Controls","Urbana","2015","0","1","2506","POINT (-88.2230394116088 40.1350852322437)"
"A-Injury","Pedestrian","Clear","Darkness, Lighted Road","Dry","Traffic Signal","Champaign","2015","0","1","2508","POINT (-88.2302882304196 40.1041700176493)"
"A-Injury","Pedestrian","Clear","Daylight","Dry","No Controls","Champaign","2015","0","2","2513","POINT (-88.2517106451795 40.1135560700215)"
"A-Injury","Pedestrian","Clear","Daylight","Dry","No Controls","Champaign","2015","0","1","2514","POINT (-88.2424889495578 40.1232922458676)"
"A-Injury","Pedestrian","Clear","Daylight","Dry","Stop Sign/Flasher","Champaign","2015","0","1","2520","POINT (-88.2430802527852 40.1153193932154)"
"A-Injury","Pedestrian","Clear","Darkness, Lighted Road","Dry","No Controls","Champaign","2015","0","1","2530","POINT (-88.2516999976742 40.1126296959937)"
"A-Injury","Pedestrian","Rain","Darkness","Wet","Stop Sign/Flasher","Champaign","2015","0","1","2543","POINT (-88.2385300018245 40.0945335614308)"
"A-Injury","Pedestrian","Clear","Darkness","Dry","No Controls","Champaign","2015","0","1","2570","POINT (-88.278639788053 40.0950739496802)"
"A-Injury","Pedestrian","Clear","Daylight","Dry","No Controls","Champaign","2015","0","1","2587","POINT (-88.2771801939068 40.1369617840347)"
"A-Injury","Pedestrian","Clear","Daylight","Dry","No Controls","Champaign","2015","0","1","2588","POINT (-88.2772405791414 40.1274145304489)"
"A-Injury","Pedestrian","Clear","Darkness, lighted road","Dry","Traffic signal","Urbana","2003","0","1","31","POINT (-88.2019300852411 40.1220186704026)"
"A-Injury","Pedestrian","Clear","Darkness, lighted road","Dry","No Controls","Urbana","2003","0","1","39","POINT (-88.201552478683 40.1228664670112)"
"Fatal","Pedestrian","Clear","Darkness, lighted road","Dry","Traffic signal","Champaign","2003","1","0","3210","POINT (-88.2446384669096 40.0980915312516)"
"Fatal","Pedestrian","Clear","Darkness","Dry","No Controls","Unincorporated","2003","1","1","3213","POINT (-88.1843627639032 40.1528232072532)"
"Fatal","Pedestrian","Clear","Darkness","Dry","No Controls","Champaign","2003","1","0","3217","POINT (-88.2885369174994 40.1129521835239)"
"Fatal","Pedestrian","Clear","Darkness","Dry","Lane Use Marking","Unincorporated","2001","1","0","3233","POINT (-88.1009506161777 40.3123608627256)"
"A-Injury","Pedestrian","Snow","Darkness, lighted road","Snow or slush","No Controls","Unincorporated","2000","0","1","349","POINT (-88.18077378993 40.1145126750446)"
"Fatal","Pedestrian","Clear","Daylight","Dry","Lane Use Marking","Champaign","2005","1","0","3280","POINT (-88.2469286585144 40.1347510603195)"
"Fatal","Pedestrian","Clear","Daylight","Dry","Stop Sign/Flasher","Champaign","2005","1","0","3288","POINT (-88.2303310649335 40.106869885038)"
"Fatal","Pedestrian","Clear","Daylight","Dry","No Controls","Champaign","2005","1","0","3290","POINT (-88.2734324870798 40.1050861082534)"
"Fatal","Pedestrian","Clear","Daylight","Dry","Stop Sign/Flasher","Mahomet","2006","1","0","3291","POINT (-88.4103563600608 40.2002228372178)"
"Fatal","Pedestrian","Clear","Darkness","Dry","No Controls","Urbana","2006","1","0","3305","POINT (-88.1844244035989 40.1420286026266)"
"Fatal","Pedestrian","Clear","Darkness","Dry","No Controls","Unincorporated","2008","1","0","3331","POINT (-88.1623897304649 40.0958474994821)"
"Fatal","Pedestrian","Clear","Daylight","Dry","Traffic Signal","Urbana","2009","1","0","3345","POINT (-88.2144300051288 40.116460255706)"
"Fatal","Pedestrian","Clear","Darkness","Dry","No Controls","Unincorporated","2009","1","0","3350","POINT (-88.365320145246 40.1980559161844)"
"Fatal","Pedestrian","Clear","Darkness, lighted road","Dry","Lane Use Marking","Urbana","2009","1","0","3353","POINT (-88.2238760648363 40.1350574396831)"
"Fatal","Pedestrian","Fog/Smoke/Haze","Darkness, lighted road","Wet","Other","Champaign","2010","1","0","3359","POINT (-88.250842915163 40.0981083157634)"
"Fatal","Pedestrian","Clear","Dusk","Dry","No Controls","Urbana","2010","1","0","3365","POINT (-88.2094619046982 40.1124233766336)"
"Fatal","Pedestrian","Clear","Darkness, lighted road","Dry","Lane Use Marking","Champaign","2010","1","0","3369","POINT (-88.2724932444136 40.112801800305)"
"Fatal","Pedestrian","Clear","Darkness","Ice","No Controls","Champaign","2011","1","0","3384","POINT (-88.2952108503235 40.0927475956363)"
"Fatal","Pedestrian","Rain","Darkness","Wet","Traffic Signal","Urbana","2011","1","0","3385","POINT (-88.2128199747718 40.116488673335)"
"Fatal","Pedestrian","Rain","Darkness, lighted road","Wet","Traffic Signal","Rantoul","2011","1","0","3386","POINT (-88.155799676328 40.3081906655675)"
"Fatal","Pedestrian","Clear","Darkness, lighted road","Dry","Lane Use Marking","Urbana","2012","1","0","3390","POINT (-88.2095405767871 40.1165100007473)"
"Fatal","Pedestrian","Clear","Daylight","Dry","Stop Sign/Flasher","Urbana","2015","1","0","3434","POINT (-88.209629129054 40.1055793070674)"
"Fatal","Pedestrian","Clear","Darkness","Dry","Lane Use Marking","Urbana","2015","1","0","3436","POINT (-88.1914035061912 40.140752684443)"
"Fatal","Pedestrian","Clear","Darkness, Lighted Road","Dry","Lane Use Marking","Champaign","2015","1","0","3438","POINT (-88.2421672760822 40.1272092263622)"
"A-Injury","Pedestrian","Clear","Daylight","Wet","No Controls","Unincorporated","2010","0","2","3447","POINT (-88.2734519647289 40.143943179759)"
"B-Injury","Pedestrian","Rain","Daylight","Wet","Stop Sign/Flasher","Urbana","2010","0","1","3448","POINT (-88.2049684450033 40.1056308330297)"
"Fatal","Pedestrian","Fog/Smoke/Haze","Darkness, lighted road","Wet","Other","Champaign","2010","1","0","3449","POINT (-88.250842915163 40.0981083157634)"
"A-Injury","Pedestrian","Clear","Darkness, lighted road","Wet","No Controls","Champaign","2010","0","1","3450","POINT (-88.2337636039307 40.1214450558028)"
"B-Injury","Pedestrian","Clear","Darkness","Dry","No Controls","Urbana","2010","0","1","3451","POINT (-88.218721156027 40.1105887475571)"
"B-Injury","Pedestrian","Clear","Daylight","Dry","No Controls","Urbana","2010","0","1","3452","POINT (-88.2193213515404 40.1106641927542)"
"A-Injury","Pedestrian","Clear","Daylight","Dry","No Controls","Champaign","2010","0","1","3453","POINT (-88.2354879465929 40.1079628421227)"
"C-Injury","Pedestrian","Clear","Daylight","Dry","Stop Sign/Flasher","Champaign","2010","0","1","3454","POINT (-88.2389395586187 40.1380097306658)"
"A-Injury","Pedestrian","Rain","Daylight","Wet","No Controls","Champaign","2010","0","1","3455","POINT (-88.2539429206728 40.1126495235437)"
"C-Injury","Pedestrian","Clear","Darkness, lighted road","Dry","Stop Sign/Flasher","Urbana","2010","0","1","3456","POINT (-88.2223903371564 40.1128327809539)"
"C-Injury","Pedestrian","Rain","Daylight","Wet","Stop Sign/Flasher","Champaign","2010","0","1","3457","POINT (-88.2386483244526 40.1040994474419)"
"B-Injury","Pedestrian","Clear","Daylight","Dry","No Controls","Unincorporated","2010","0","1","3458","POINT (-88.1908104976257 40.1295745225669)"
"A-Injury","Pedestrian","Clear","Darkness","Dry","No Controls","Unincorporated","2010","0","1","3459","POINT (-88.2283150119767 40.0835001766927)"
"B-Injury","Pedestrian","Rain","Darkness, lighted road","Wet","No Controls","Urbana","2010","0","1","3460","POINT (-88.1832106264751 40.0987986140038)"
"Fatal","Pedestrian","Clear","Dusk","Dry","No Controls","Urbana","2010","1","0","3461","POINT (-88.2094619046982 40.1124233766336)"
"B-Injury","Pedestrian","Clear","Daylight","Dry","Lane Use Marking","Champaign","2010","0","1","3462","POINT (-88.257908326681 40.1426301400535)"
"C-Injury","Pedestrian","Clear","Daylight","Dry","No Controls","Champaign","2010","0","1","3463","POINT (-88.2484245108714 40.14454979233)"
"A-Injury","Pedestrian","Clear","Daylight","Dry","No Controls","Champaign","2010","0","1","3464","POINT (-88.2511423237451 40.1288032649433)"
"Fatal","Pedestrian","Clear","Darkness, lighted road","Dry","Lane Use Marking","Champaign","2010","1","0","3465","POINT (-88.2724932444136 40.112801800305)"
"C-Injury","Pedestrian","Clear","Daylight","Dry","No Controls","Champaign","2010","0","1","3466","POINT (-88.2305658368422 40.1231082044912)"
"A-Injury","Pedestrian","Clear","Darkness, lighted road","Dry","No Controls","Urbana","2010","0","1","3467","POINT (-88.2222074647494 40.1164201568227)"
"B-Injury","Pedestrian","Clear","Daylight","Dry","Stop Sign/Flasher","Champaign","2010","0","1","3468","POINT (-88.2542098711381 40.1126499917077)"
"B-Injury","Pedestrian","Clear","Daylight","Dry","Stop Sign/Flasher","Champaign","2010","0","1","3469","POINT (-88.2354010378389 40.1102708360679)"
"A-Injury","Pedestrian","Clear","Darkness, lighted road","Dry","No Controls","Champaign","2010","0","1","3470","POINT (-88.2764162169815 40.1128462301025)"
"A-Injury","Pedestrian","Clear","Daylight","Dry","No Controls","Champaign","2010","0","1","3471","POINT (-88.2859157243488 40.0983813394834)"
"C-Injury","Pedestrian","Clear","Daylight","Dry","No Controls","Champaign","2010","0","1","3472","POINT (-88.2579814193108 40.1310366617708)"
"B-Injury","Pedestrian","Clear","Daylight","Dry","No Controls","Champaign","2010","0","1","3473","POINT (-88.272114235726 40.1343492729123)"
"B-Injury","Pedestrian","Clear","Daylight","Dry","No Controls","Urbana","2010","0","1","3474","POINT (-88.2192608348474 40.1074075230994)"
"C-Injury","Pedestrian","Clear","Daylight","Dry","Stop Sign/Flasher","Champaign","2010","0","1","3475","POINT (-88.279901906162 40.0983091751059)"
"C-Injury","Pedestrian","Clear","Darkness","Dry","Traffic Signal","Urbana","2010","0","1","3477","POINT (-88.190699828222 40.0984105956338)"
"A-Injury","Pedestrian","Clear","Daylight","Dry","Traffic Signal","Champaign","2010","0","1","3478","POINT (-88.2445883723397 40.0980934446604)"
"B-Injury","Pedestrian","Clear","Daylight","Dry","No Controls","Urbana","2010","0","1","3480","POINT (-88.2239290860801 40.111033831905)"
"Property Damage","Pedestrian","Clear","Darkness, lighted road","Dry","No Controls","Urbana","2010","0","0","3481","POINT (-88.176777156046 40.1055211301592)"
"B-Injury","Pedestrian","Clear","Daylight","Dry","No Controls","Champaign","2010","0","1","3482","POINT (-88.2496097490661 40.0980993219259)"
"B-Injury","Pedestrian","Clear","Daylight","Dry","Traffic Signal","Rantoul","2010","0","1","3483","POINT (-88.1523710991309 40.308218834976)"
"B-Injury","Pedestrian","Snow","Daylight","Snow or Slush","No Controls","Champaign","2010","0","1","3484","POINT (-88.2728326123487 40.1273804667721)"
"A-Injury","Pedestrian","Clear","Daylight","Snow or Slush","Traffic Signal","Champaign","2010","0","1","3485","POINT (-88.2860601406215 40.112910943994)"
"A-Injury","Pedestrian","Snow","Darkness","Snow or Slush","No Controls","Unincorporated","2010","0","1","3486","POINT (-88.1715224575134 40.1077304067223)"
"A-Injury","Pedestrian","Clear","Darkness","Dry","No Controls","Champaign","2010","0","1","3487","POINT (-88.26845498276 40.1273118204988)"
"B-Injury","Pedestrian","Clear","Darkness","Wet","No Controls","Urbana","2011","0","1","3488","POINT (-88.2006316700545 40.1289167505449)"
"C-Injury","Pedestrian","Clear","Dusk","Snow or Slush","No Controls","Urbana","2011","0","1","3489","POINT (-88.2279519415402 40.1104043901874)"
"B-Injury","Pedestrian","Clear","Daylight","Snow or Slush","No Controls","Champaign","2011","0","1","3490","POINT (-88.2579088366102 40.1221715308546)"
"B-Injury","Pedestrian","Clear","Darkness","Dry","No Controls","Urbana","2011","0","1","3491","POINT (-88.1896824426195 40.1439958140436)"
"A-Injury","Pedestrian","Clear","Darkness","Dry","Other","Champaign","2011","0","1","3492","POINT (-88.2435091115853 40.1163595649879)"
"A-Injury","Pedestrian","Rain","Darkness, lighted road","Wet","Traffic Signal","Urbana","2011","0","1","3493","POINT (-88.1906998147208 40.0984098714558)"
"B-Injury","Pedestrian","Clear","Darkness, lighted road","Wet","Traffic Signal","Champaign","2011","0","1","3494","POINT (-88.2335492036491 40.1126691988351)"
"B-Injury","Pedestrian","Clear","Daylight","Dry","Stop Sign/Flasher","Urbana","2011","0","1","3495","POINT (-88.2089191599988 40.1115906257439)"
"B-Injury","Pedestrian","Clear","Darkness, lighted road","Dry","Stop Sign/Flasher","Champaign","2011","0","1","3496","POINT (-88.2344700702737 40.1041313512082)"
"B-Injury","Pedestrian","Clear","Darkness, lighted road","Dry","Traffic Signal","Urbana","2011","0","1","3497","POINT (-88.1906998189069 40.0984100921682)"
"A-Injury","Pedestrian","Clear","Daylight","Dry","No Controls","Urbana","2011","0","1","3498","POINT (-88.2035990490459 40.105640562549)"
"B-Injury","Pedestrian","Clear","Daylight","Dry","Traffic Signal","Urbana","2011","0","1","3499","POINT (-88.2049226673054 40.1092999450199)"
"A-Injury","Pedestrian","Rain","Darkness","Wet","No Controls","Urbana","2011","0","1","3500","POINT (-88.1956617695502 40.1056896247093)"
"A-Injury","Pedestrian","Clear","Daylight","Dry","No Controls","Champaign","2011","0","1","3501","POINT (-88.235392504874 40.1126505144051)"
"A-Injury","Pedestrian","Clear","Daylight","Dry","No Controls","Champaign","2011","0","1","3502","POINT (-88.235601661912 40.1163411416249)"
"C-Injury","Pedestrian","Rain","Darkness, lighted road","Wet","Traffic Signal","Urbana","2011","0","1","3504","POINT (-88.1906998156974 40.0984099173004)"
"A-Injury","Pedestrian","Clear","Darkness, lighted road","Dry","No Controls","Champaign","2011","0","1","3505","POINT (-88.2452174378777 40.1212965769275)"
"A-Injury","Pedestrian","Clear","Darkness","Dry","Stop Sign/Flasher","Champaign","2011","0","1","3506","POINT (-88.2320800272746 40.1126803308579)"
"C-Injury","Pedestrian","Clear","Daylight","Dry","Stop Sign/Flasher","Champaign","2011","0","2","3507","POINT (-88.2451896579701 40.115340059743)"
"B-Injury","Pedestrian","Rain","Darkness","Wet","Traffic Signal","Champaign","2011","0","1","3508","POINT (-88.2302885147772 40.1041713366547)"
"C-Injury","Pedestrian","Clear","Darkness","Dry","Stop Sign/Flasher","Urbana","2011","0","1","3509","POINT (-88.2037879979978 40.1125394616086)"
"A-Injury","Pedestrian","Clear","Darkness, lighted road","Dry","Traffic Signal","Champaign","2011","0","2","3510","POINT (-88.2335492036491 40.1126691988351)"
"B-Injury","Pedestrian","Rain","Daylight","Wet","Traffic Signal","Urbana","2011","0","1","3511","POINT (-88.2192395145701 40.105978800357)"
"A-Injury","Pedestrian","Clear","Darkness","Dry","School Zone","Urbana","2011","0","1","3512","POINT (-88.2049991586243 40.1036900070834)"
"C-Injury","Pedestrian","Clear","Daylight","Dry","Other","Urbana","2011","0","1","3513","POINT (-88.227890135452 40.1104084030145)"
"A-Injury","Pedestrian","Rain","Darkness","Wet","No Controls","Urbana","2011","0","2","3514","POINT (-88.2074239992347 40.1129908430836)"
"B-Injury","Pedestrian","Clear","Darkness, lighted road","Dry","Traffic Signal","Urbana","2011","0","1","3515","POINT (-88.2195408352587 40.1273696092058)"
"A-Injury","Pedestrian","Rain","Darkness","Wet","Traffic Signal","Champaign","2011","0","1","3516","POINT (-88.2579100794734 40.1182694965733)"
"Property Damage","Pedestrian","Rain","Darkness, lighted road","Wet","Traffic Signal","Champaign","2011","0","0","3517","POINT (-88.2468767239029 40.0835694618433)"
"A-Injury","Pedestrian","Rain","Darkness, lighted road","Wet","Traffic Signal","Champaign","2011","0","1","3518","POINT (-88.2468109054203 40.1126098810458)"
"B-Injury","Pedestrian","Rain","Darkness, lighted road","Wet","Traffic Signal","Champaign","2011","0","1","3519","POINT (-88.2302892065274 40.1041713290348)"
"A-Injury","Pedestrian","Clear","Daylight","Snow or Slush","No Controls","Champaign","2011","0","1","3520","POINT (-88.2484902741488 40.1126102822963)"
"Fatal","Pedestrian","Clear","Darkness","Ice","No Controls","Champaign","2011","1","0","3521","POINT (-88.2952108503235 40.0927475956363)"
"Fatal","Pedestrian","Rain","Darkness","Wet","Traffic Signal","Urbana","2011","1","0","3522","POINT (-88.2128199747718 40.116488673335)"
"A-Injury","Pedestrian","Rain","Darkness, lighted road","Wet","No Controls","Champaign","2011","0","1","3523","POINT (-88.2335713617701 40.1101435427583)"
"B-Injury","Pedestrian","Clear","Darkness, lighted road","Dry","No Controls","Urbana","2011","0","1","3524","POINT (-88.2238488449487 40.1053589209117)"
"B-Injury","Pedestrian","Clear","Daylight","Dry","No Controls","Champaign","2011","0","1","3525","POINT (-88.2858588722469 40.0993996487018)"
"A-Injury","Pedestrian","Clear","Daylight","Dry","No Controls","Urbana","2011","0","1","3526","POINT (-88.2194715180836 40.1211951643367)"
"B-Injury","Pedestrian","Clear","Darkness","Dry","No Controls","Urbana","2011","0","2","3527","POINT (-88.2194830440969 40.1255459063936)"
"B-Injury","Pedestrian","Clear","Daylight","Dry","Traffic Signal","Champaign","2011","0","1","3528","POINT (-88.2335625810691 40.1163548931494)"
"Fatal","Pedestrian","Rain","Darkness, lighted road","Wet","Traffic Signal","Rantoul","2011","1","0","3529","POINT (-88.155799676328 40.3081906655675)"
"B-Injury","Pedestrian","Rain","Daylight","Wet","No Controls","Urbana","2011","0","1","3530","POINT (-88.2231560734893 40.113549343517)"
"B-Injury","Pedestrian","Clear","Daylight","Dry","Other Warning Sign","Champaign","2011","0","1","3531","POINT (-88.2334904622336 40.1041397018553)"
"A-Injury","Pedestrian","Rain","Darkness","Wet","Stop Sign/Flasher","Champaign","2011","0","1","3532","POINT (-88.2335494232931 40.1144290680257)"
"B-Injury","Pedestrian","Clear","Daylight","Dry","No Controls","Champaign","2011","0","1","3533","POINT (-88.2388192722109 40.1284743327808)"
"B-Injury","Pedestrian","Clear","Darkness, lighted road","Dry","Traffic Signal","Champaign","2011","0","1","3534","POINT (-88.2387090408223 40.1102298946413)"
"A-Injury","Pedestrian","Other","Dusk","Dry","No Controls","Rantoul","2011","0","1","3535","POINT (-88.1412232019493 40.3215817900836)"
"B-Injury","Pedestrian","Clear","Darkness, lighted road","Dry","No Controls","Champaign","2011","0","1","3536","POINT (-88.2579851220706 40.1324458758262)"
"A-Injury","Pedestrian","Clear","Daylight","Dry","Traffic Signal","Urbana","2012","0","1","3537","POINT (-88.2126408536794 40.1164908841194)"
"A-Injury","Pedestrian","Rain","Darkness, lighted road","Wet","Lane Use Marking","Urbana","2012","0","1","3538","POINT (-88.2239400191976 40.1113730104384)"
"C-Injury","Pedestrian","Clear","Darkness","Dry","No Controls","Champaign","2012","0","1","3539","POINT (-88.2457888250649 40.1304370150213)"
"C-Injury","Pedestrian","Clear","Daylight","Dry","Stop Sign/Flasher","Urbana","2012","0","1","3540","POINT (-88.2256900008817 40.1163999990608)"
"Fatal","Pedestrian","Clear","Darkness, lighted road","Dry","Lane Use Marking","Urbana","2012","1","0","3541","POINT (-88.2095405767871 40.1165100007473)"
"A-Injury","Pedestrian","Clear","Darkness","Dry","No Controls","Urbana","2012","0","1","3542","POINT (-88.1735300120003 40.1058093910238)"
"A-Injury","Pedestrian","Clear","Daylight","Dry","Lane Use Marking","Mahomet","2012","0","1","3543","POINT (-88.3888229634812 40.1876164441801)"
"B-Injury","Pedestrian","Clear","Daylight","Dry","Traffic Signal","Urbana","2012","0","1","3544","POINT (-88.2049201878443 40.1092999971732)"
"B-Injury","Pedestrian","Clear","Daylight","Dry","No Controls","Urbana","2012","0","1","3545","POINT (-88.1907892761509 40.1024096591012)"
"B-Injury","Pedestrian","Clear","Darkness, lighted road","Dry","No Controls","Champaign","2012","0","1","3546","POINT (-88.2450988309256 40.1057270012633)"
"C-Injury","Pedestrian","Clear","Dusk","Dry","Stop Sign/Flasher","Urbana","2012","0","1","3547","POINT (-88.2238800005166 40.109080000409)"
"C-Injury","Pedestrian","Rain","Daylight","Wet","Traffic Signal","Urbana","2012","0","1","3548","POINT (-88.2191300008318 40.1006499990841)"
"C-Injury","Pedestrian","Other","Daylight","Wet","Stop Sign/Flasher","Champaign","2012","0","1","3549","POINT (-88.2767098780496 40.1103299981184)"
"B-Injury","Pedestrian","Clear","Daylight","Dry","No Controls","Urbana","2012","0","1","3550","POINT (-88.204604674422 40.10181946073)"
"A-Injury","Pedestrian","Clear","Daylight","Wet","Traffic Signal","Champaign","2012","0","1","3551","POINT (-88.2681887109867 40.1273085314534)"
"A-Injury","Pedestrian","Clear","Daylight","Dry","Traffic Signal","Urbana","2012","0","1","3552","POINT (-88.190699842529 40.0984099066275)"
"A-Injury","Pedestrian","Clear","Darkness, lighted road","Dry","Traffic Signal","Champaign","2012","0","1","3553","POINT (-88.2387099288848 40.1102299060727)"
"C-Injury","Pedestrian","Rain","Darkness, lighted road","Wet","Traffic Signal","Urbana","2012","0","1","3554","POINT (-88.219320001503 40.1105700003849)"
"A-Injury","Pedestrian","Clear","Darkness, lighted road","Dry","Traffic Signal","Urbana","2012","0","1","3555","POINT (-88.2193802116011 40.1128301566526)"
"C-Injury","Pedestrian","Clear","Daylight","Dry","Stop Sign/Flasher","Urbana","2012","0","1","3556","POINT (-88.203600000262 40.118899999048)"
"A-Injury","Pedestrian","Clear","Darkness, lighted road","Dry","Other Warning Sign","Urbana","2012","0","1","3557","POINT (-88.2279844500816 40.1041933366927)"
"B-Injury","Pedestrian","Clear","Daylight","Dry","No Controls","Rantoul","2012","0","1","3558","POINT (-88.162715135057 40.2838180228691)"
"C-Injury","Pedestrian","Clear","Darkness, lighted road","Dry","No Controls","Rantoul","2012","0","1","3559","POINT (-88.1620451402118 40.3021636135443)"
